"Quartier 7","1982","","1990","","1999","","","évolution en %"
"MAIL","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"Artisans, commerçants, chefs d'entreprise","324","5.0","264","4.2","248","4.2","-18.5","-6.1"
"Cadres, professions intellectuelles supérieures","584","9.0","1 052","16.7","1 316","22.3","80.1","25.1"
"Professions intermédiaires","536","8.3","740","11.7","828","14.0","38.1","11.9"
"Employés","1 156","17.8","904","14.3","736","12.5","-21.8","-18.6"
"Ouvriers","744","11.5","624","9.9","408","6.9","-16.1","-34.6"
"Autres actifs (1)","24","0.4","44","0.7","32","0.5","83.3","-27.3"
"ACTIFS","3 368","51.9","3 628","57.6","3 568","60.4","7.7","-1.7"
"Enfants  de moins de 15 ans","816","12.6","712","11.3","764","12.9","-12.7","7.3"
"Retraités","1 100","16.9","904","14.3","684","11.6","-17.8","-24.3"
"Autres sans activité professionnelle","1 208","18.6","1 056","16.8","888","15.0","-12.6","-15.9"
"INACTIFS","3 124","48.1","2 672","42.4","2 336","39.6","-14.5","-12.6"
"TOTAL","6 492","100.0","6 300","100.0","5 904","100.0","-3.0","-6.3"
