"Quartier 59","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"GRENELLE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","25 177","100.0","26 350","100.0","27 964","100.0","28 350","100.0","30 272","100.0","30 676","100.0","32 154","100.0","1.3","4.8"
"Résidences principales","-","","25 183","95.6","26 069","93.2","24 915","87.9","25 580","84.5","25 519","83.2","26 513","82.5","-0.2","3.9"
"Logements vacants (1)","-","","600","2.3","1 144","4.1","2 280","8.0","3 140","10.4","2 607","8.5","3 159","9.8","-17.0","21.2"
"Résidences secondaires","-","","567","2.2","751","2.7","1 155","4.1","1 552","5.1","829","2.7","1 143","3.6","-46.6","37.9"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 721","5.6","1 339","4.2","","-22.2"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","25 183","100.0","26 069","100.0","24 915","100.0","25 580","100.0","25 519","100.0","26 513","100.0","-0.2","3.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","16 828","66.8","15 792","60.6","12 615","50.6","10 596","41.4","9 030","35.4","8 411","31.7","-14.8","-6.9"
". 1915 à 1948","0","","6 267","24.9","5 514","21.2","5 640","22.6","5 452","21.3","5 529","21.7","5 414","20.4","1.4","-2.1"
". 1949 à 1981","0","","2 088","8.3","4 763","18.3","6 660","26.7","9 532","37.3","10 164","39.8","10 465","39.5","6.6","3.0"
". 1982 à 1989","-","","-","","-","","-","","-","","796","3.1","516","1.9","","-35.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 707","6.4","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 044","11.9","1 602","6.3","666","2.5","-47.4","-58.4"
". sans WC ou sans douche","-","","-","","-","","-","","3 116","12.2","1 911","7.5","1 381","5.2","-38.7","-27.7"
"Total sans confort","-","","-","","-","","-","","6 160","24.1","3 513","13.8","2 047","7.7","-43.0","-41.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 588","14.0","2 851","11.2","1 187","4.5","-20.5","-58.4"
". WC et douche, avec chauffage central","-","","-","","-","","-","","15 832","61.9","19 155","75.1","23 279","87.8","21.0","21.5"
"Total confort","-","","-","","-","","-","","19 420","75.9","22 006","86.2","24 466","92.3","13.3","11.2"
"Avec WC intérieurs","12 527","","13 636","54.1","15 515","59.5","18 800","75.5","21 052","82.3","22 955","90.0","24 857","93.8","9.0","8.3"
"Avec baignoire ou douche","4 962","","8 342","33.1","12 352","47.4","17 160","68.9","20 916","81.8","22 968","90.0","25 456","96.0","9.8","10.8"
