"Quartier 59","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"GRENELLE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","60 190","100.0","56 363","100.0","54 230","100.0","48 765","100.0","47 256","100.0","46 033","100.0","47 411","100.0","-2.6","3.0"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","28 994","48.2","26 071","46.3","24 854","45.8","21 930","45.0","21 416","45.3","20 465","44.5","21 370","45.1","-4.4","4.4"
". Femmes","31 196","51.8","30 292","53.7","29 376","54.2","26 835","55.0","25 840","54.7","25 568","55.5","26 041","54.9","-1.1","1.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","18 601","32.7","17 193","30.5","15 613","28.8","13 900","28.5","12 956","27.1","11 943","25.9","12 391","29.7","-7.8","3.8"
". Actifs femmes","13 632","24.0","14 063","25.0","13 052","24.1","12 675","26.0","11 584","24.2","12 033","26.1","12 803","30.7","3.9","6.4"
". Actifs total","32 233","56.7","31 256","55.5","28 665","52.9","26 575","54.5","24 540","51.3","23 976","52.1","25 194","60.4","-2.3","5.1"
". Inactifs hommes","7 536","13.3","8 878","15.8","9 241","17.0","8 030","16.5","9 016","18.9","8 522","18.5","6 144","14.7","-5.5","-27.9"
". Inactifs femmes","17 084","30.0","16 229","28.8","16 324","30.1","14 160","29.0","14 256","29.8","13 535","29.4","10 390","24.9","-5.1","-23.2"
". Inactifs total","24 620","43.3","25 107","44.5","25 565","47.1","22 190","45.5","23 272","48.7","22 057","47.9","16 534","39.6","-5.2","-25.0"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","57 448","95.4","51 887","92.1","48 296","89.1","42 755","87.7","40 052","84.8","39 376","85.5","41 234","87.0","-1.7","4.7"
". Étrangers","2 742","4.6","4 476","7.9","5 934","10.9","6 010","12.3","7 204","15.2","6 657","14.5","6 177","13.0","-7.6","-7.2"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 108","5.2","2 484","4.4","2 444","4.5","2 140","4.4","1 692","3.6","1 716","3.7","2 020","4.3","1.4","17.7"
".  5 à 14 ans","5 748","9.5","5 304","9.4","4 426","8.2","3 815","7.8","3 600","7.6","3 430","7.5","3 663","7.7","-4.7","6.8"
". 15 à 24 ans","6 630","11.0","7 498","13.3","8 632","15.9","6 265","12.8","6 460","13.7","6 128","13.3","5 525","11.7","-5.1","-9.8"
". 25 à 34 ans","9 621","16.0","9 080","16.1","8 833","16.3","9 590","19.7","9 392","19.9","9 067","19.7","10 837","22.9","-3.5","19.5"
". 35 à 64 ans","25 677","42.7","24 276","43.1","21 158","39.0","17 810","36.5","17 540","37.1","17 347","37.7","17 176","36.2","-1.1","-1.0"
". 65 à 74 ans","4 289","7.1","5 048","9.0","5 598","10.3","5 570","11.4","4 316","9.1","3 799","8.3","3 794","8.0","-12.0","-0.1"
". 75 ans et plus","1 780","3.0","2 673","4.7","3 139","5.8","3 575","7.3","4 256","9.0","4 546","9.9","4 396","9.3","6.8","-3.3"
