"Quartier 71","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"GOUTTE D'OR","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","17 933","100.0","18 006","100.0","17 700","100.0","18 135","100.0","17 648","100.0","16 281","100.0","16 028","100.0","-7.7","-1.6"
"Résidences principales","-","","17 331","96.3","16 713","94.4","15 610","86.1","14 076","79.8","13 239","81.3","13 606","84.9","-5.9","2.8"
"Logements vacants (1)","-","","425","2.4","649","3.7","2 075","11.4","3 068","17.4","2 151","13.2","1 966","12.3","-29.9","-8.6"
"Résidences secondaires","-","","250","1.4","338","1.9","450","2.5","504","2.9","119","0.7","142","0.9","-76.4","19.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","772","4.7","314","2.0","","-59.3"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","17 331","100.0","16 713","100.0","15 610","100.0","14 076","100.0","13 239","100.0","13 606","100.0","-5.9","2.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","15 441","89.1","13 761","82.3","11 015","70.6","8 368","59.4","7 542","57.0","6 781","49.8","-9.9","-10.1"
". 1915 à 1948","0","","1 303","7.5","2 099","12.6","2 265","14.5","2 592","18.4","2 708","20.5","2 550","18.7","4.5","-5.8"
". 1949 à 1981","0","","587","3.4","853","5.1","2 330","14.9","3 116","22.1","2 845","21.5","2 980","21.9","-8.7","4.7"
". 1982 à 1989","-","","-","","-","","-","","-","","144","1.1","236","1.7","","63.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 059","7.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 820","27.1","2 277","17.2","1 076","7.9","-40.4","-52.7"
". sans WC ou sans douche","-","","-","","-","","-","","2 792","19.8","1 608","12.1","1 248","9.2","-42.4","-22.4"
"Total sans confort","-","","-","","-","","-","","6 612","47.0","3 885","29.3","2 324","17.1","-41.2","-40.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 880","20.5","2 794","21.1","1 473","10.8","-3.0","-47.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","4 584","32.6","6 560","49.6","9 809","72.1","43.1","49.5"
"Total confort","-","","-","","-","","-","","7 464","53.0","9 354","70.7","11 282","82.9","25.3","20.6"
"Avec WC intérieurs","5 634","","5 781","33.4","6 028","36.1","8 235","52.8","8 768","62.3","10 139","76.6","11 738","86.3","15.6","15.8"
"Avec baignoire ou douche","833","","2 205","12.7","3 815","22.8","7 165","45.9","8 960","63.7","10 177","76.9","12 074","88.7","13.6","18.6"
