"3ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","65 004","100.0","62 904","100.0","56 190","100.0","42 265","100.0","35 632","100.0","35 102","100.0","34 232","100.0","-1.5","-2.5"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","30 245","46.5","30 144","47.9","27 189","48.4","20 570","48.7","17 228","48.3","16 975","48.4","17 005","49.7","-1.5","0.2"
". Femmes","34 759","53.5","32 760","52.1","29 001","51.6","21 695","51.3","18 404","51.7","18 127","51.6","17 227","50.3","-1.5","-5.0"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","21 471","33.1","20 137","32.0","18 118","32.2","12 855","30.4","10 696","29.9","10 563","30.1","10 726","35.5","-1.2","1.5"
". Actifs femmes","16 989","26.2","15 695","25.0","13 807","24.6","10 115","23.9","8 552","23.9","9 209","26.2","9 411","31.2","7.7","2.2"
". Actifs total","38 460","59.2","35 832","57.0","31 925","56.8","22 970","54.3","19 248","53.9","19 772","56.3","20 137","66.7","2.7","1.8"
". Inactifs hommes","8 757","13.5","10 007","15.9","9 071","16.1","7 715","18.3","6 628","18.6","6 412","18.3","4 212","13.9","-3.3","-34.3"
". Inactifs femmes","17 699","27.3","17 065","27.1","15 194","27.0","11 580","27.4","9 852","27.6","8 918","25.4","5 847","19.4","-9.5","-34.4"
". Inactifs total","26 456","40.8","27 072","43.0","24 265","43.2","19 295","45.7","16 480","46.1","15 330","43.7","10 059","33.3","-7.0","-34.4"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","61 175","94.1","55 313","87.9","47 302","84.2","33 580","79.5","27 876","78.2","28 014","79.8","27 962","81.7","0.5","-0.2"
". Étrangers","3 829","5.9","7 591","12.1","8 888","15.8","8 685","20.5","7 756","21.8","7 088","20.2","6 270","18.3","-8.6","-11.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 706","5.7","2 982","4.7","2 652","4.7","1 730","4.1","1 296","3.6","1 491","4.2","1 387","4.1","15.0","-7.0"
".  5 à 14 ans","6 455","9.9","6 653","10.6","5 055","9.0","3 720","8.8","2 824","7.9","2 797","8.0","2 649","7.7","-1.0","-5.3"
". 15 à 24 ans","7 699","11.8","8 214","13.1","8 719","15.5","5 985","14.2","5 004","14.0","4 904","14.0","4 185","12.2","-2.0","-14.7"
". 25 à 34 ans","11 195","17.2","10 164","16.2","8 887","15.8","7 510","17.8","7 312","20.5","7 610","21.7","8 715","25.5","4.1","14.5"
". 35 à 64 ans","28 995","44.6","26 719","42.5","22 370","39.8","15 570","36.8","12 896","36.2","13 328","38.0","13 074","38.2","3.3","-1.9"
". 65 à 74 ans","4 925","7.6","5 572","8.9","5 601","10.0","4 950","11.7","3 404","9.6","2 270","6.5","2 197","6.4","-33.3","-3.2"
". 75 ans et plus","1 941","3.0","2 600","4.1","2 906","5.2","2 800","6.6","2 896","8.1","2 702","7.7","2 025","5.9","-6.7","-25.1"
