"Quartier 7","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"MAIL","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","5 316","100.0","4 704","100.0","4 085","100.0","3 608","100.0","3 568","100.0","3 448","100.0","-1.1","-3.4"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","2 160","40.6","1 929","41.0","1 875","45.9","1 984","55.0","1 948","54.6","2 052","59.5","-1.8","5.3"
". 2 personnes","","-","","1 644","30.9","1 433","30.5","1 360","33.3","908","25.2","912","25.6","835","24.2","0.4","-8.4"
". 3 personnes","","-","","790","14.9","710","15.1","525","12.9","356","9.9","382","10.7","298","8.6","7.3","-22.0"
". 4 personnes","","-","","404","7.6","373","7.9","205","5.0","260","7.2","213","6.0","182","5.3","-18.1","-14.6"
". 5 personnes et plus","","-","","318","6.0","259","5.5","120","2.9","100","2.8","113","3.2","81","2.3","13.0","-28.3"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","3 767","80.1","3 455","84.6","3 044","84.4","3 028","84.9","2 970","86.1","-0.5","-1.9"
". 1 enfant","","-","","-","","548","11.6","430","10.5","288","8.0","313","8.8","286","8.3","8.7","-8.6"
". 2 enfants","","-","","-","","279","5.9","125","3.1","200","5.5","166","4.7","154","4.5","-17.0","-7.2"
". 3 enfants ou plus","","-","","-","","110","2.3","75","1.8","76","2.1","61","1.7","38","1.1","-19.7","-37.7"
