"2ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","21 176","100.0","20 217","100.0","17 982","100.0","15 495","100.0","14 244","100.0","16 191","100.0","15 584","100.0","13.7","-3.7"
"Résidences principales","20 807","98.3","19 773","97.8","17 136","95.3","13 850","89.4","12 084","84.8","11 710","72.3","11 488","73.7","-3.1","-1.9"
"Logements vacants (1)","124","0.6","175","0.9","367","2.0","1 215","7.8","1 352","9.5","2 883","17.8","2 837","18.2","113.2","-1.6"
"Résidences secondaires","217","1.0","269","1.3","479","2.7","430","2.8","808","5.7","191","1.2","395","2.5","-76.4","106.8"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 407","8.7","864","5.5","","-38.6"
"Autres","28","0.1","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","20 807","100.0","19 773","100.0","17 136","100.0","13 850","100.0","12 084","100.0","11 710","100.0","11 488","100.0","-3.1","-1.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","19 490","92.0","19 304","97.6","16 565","96.7","12 010","86.7","11 272","93.3","11 240","96.0","10 504","91.4","-0.3","-6.5"
". 1915 à 1948","374","1.8","387","2.0","472","2.8","1 485","10.7","612","5.1","310","2.6","584","5.1","-49.3","88.4"
". 1949 à 1981","27","0.1","82","0.4","99","0.6","355","2.6","200","1.7","131","1.1","164","1.4","-34.5","25.2"
". 1982 à 1989","-","","-","","-","","-","","-","","29","0.2","34","0.3","","17.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","202","1.8","",""
". Non déterminée","1 284","6.1","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 356","27.8","1 936","16.5","757","6.6","-42.3","-60.9"
". sans WC ou sans douche","-","","-","","-","","-","","2 608","21.6","1 539","13.1","1 127","9.8","-41.0","-26.8"
"Total sans confort","-","","-","","-","","-","","5 964","49.4","3 475","29.7","1 884","16.4","-41.7","-45.8"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 072","25.4","2 691","23.0","1 258","11.0","-12.4","-53.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","3 048","25.2","5 544","47.3","8 346","72.6","81.9","50.5"
"Total confort","-","","-","","-","","-","","6 120","50.6","8 235","70.3","9 604","83.6","34.6","16.6"
"Avec WC intérieurs","5 373","25.8","5 494","27.8","5 594","32.6","6 850","49.5","7 100","58.8","8 765","74.9","9 881","86.0","23.5","12.7"
"Avec baignoire ou douche","2 123","10.2","3 464","17.5","4 746","27.7","6 560","47.4","7 772","64.3","9 244","78.9","10 454","91.0","18.9","13.1"
