"12ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","81 736","100.0","89 810","100.0","89 492","100.0","96 428","100.0","112 336","100.0","7.8","16.5"
"dont :","habitent à Paris","50 444","61.7","41 920","46.7","36 820","41.1","34 580","35.9","40 842","36.4","-6.1","18.1"
"","-  dans l'arrondissement du lieu de travail","34 440","42.1","20 815","23.2","17 604","19.7","14 368","14.9","20 229","18.0","-18.4","40.8"
"","-  dans un autre arrondissement","16 004","19.6","21 105","23.5","19 216","21.5","20 212","21.0","20 613","18.3","5.2","2.0"
"","habitent en banlieue  (Ile-de-France hors Paris)","30 344","37.1","45 800","51.0","49 360","55.2","57 040","59.2","65 756","58.5","15.6","15.3"
"","-  en Petite Couronne","23 424","28.7","31 205","34.7","31 660","35.4","34 540","35.8","38 607","34.4","9.1","11.8"
"","Hauts de Seine","3 440","4.2","4 485","5.0","4 780","5.3","5 552","5.8","8 123","7.2","16.2","46.3"
"","Seine Saint Denis","6 748","8.3","8 745","9.7","9 596","10.7","11 292","11.7","12 237","10.9","17.7","8.4"
"","Val de Marne","13 236","16.2","17 975","20.0","17 284","19.3","17 696","18.4","18 247","16.2","2.4","3.1"
"","-  en Grande Couronne","6 920","8.5","14 595","16.3","17 700","19.8","22 500","23.3","27 149","24.2","27.1","20.7"
"","habitent en province","948","1.2","2 090","2.3","3 312","3.7","4 808","5.0","5 738","5.1","45.2","19.3"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","79 784","100.0","70 915","100.0","67 196","100.0","63 159","100.0","66 297","100.0","-6.0","5.0"
"dont :","travaillent à Paris","68 960","86.4","56 055","79.0","50 868","75.7","45 012","71.3","45 117","68.1","-11.5","0.2"
"","-  dans l'arrondissement du lieu de résidence","34 440","43.2","20 815","29.4","17 604","26.2","14 368","22.7","20 229","30.5","-18.4","40.8"
"","-  dans un autre arrondissement","34 520","43.3","35 240","49.7","33 264","49.5","30 644","48.5","24 888","37.5","-7.9","-18.8"
"","travaillent en banlieue  (Ile-de-France hors Paris)","10 480","13.1","14 225","20.1","15 668","23.3","17 345","27.5","20 251","30.5","10.7","16.8"
"","-  en Petite Couronne","9 432","11.8","12 140","17.1","12 852","19.1","13 856","21.9","15 759","23.8","7.8","13.7"
"","Hauts de Seine","3 672","4.6","4 695","6.6","4 696","7.0","5 712","9.0","7 080","10.7","21.6","23.9"
"","Seine Saint Denis","2 320","2.9","2 810","4.0","3 044","4.5","3 452","5.5","3 541","5.3","13.4","2.6"
"","Val de Marne","3 440","4.3","4 635","6.5","5 112","7.6","4 692","7.4","5 138","7.7","-8.2","9.5"
"","-  en Grande Couronne","1 048","1.3","2 085","2.9","2 816","4.2","3 489","5.5","4 492","6.8","23.9","28.7"
"","travaillent en province ou hors France métropolitaine","344","0.4","635","0.9","660","1.0","802","1.3","929","1.4","21.5","15.8"
