"Quartier 45","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"BEL AIR","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","37 240","100.0","38 193","100.0","37 856","100.0","36 840","100.0","34 880","100.0","34 174","100.0","33 976","100.0","-2.0","-0.6"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","18 201","48.9","17 418","45.6","17 205","45.4","16 710","45.4","15 700","45.0","15 262","44.7","15 349","45.2","-2.8","0.6"
". Femmes","19 039","51.1","20 775","54.4","20 651","54.6","20 130","54.6","19 180","55.0","18 912","55.3","18 627","54.8","-1.4","-1.5"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","10 293","30.3","10 787","28.2","10 527","27.8","9 835","26.7","9 152","26.2","8 653","25.3","8 723","29.4","-5.5","0.8"
". Actifs femmes","7 841","23.1","8 801","23.0","8 833","23.3","9 005","24.4","8 780","25.1","9 048","26.5","9 292","31.3","3.1","2.7"
". Actifs total","18 134","53.3","19 588","51.3","19 360","51.1","18 840","51.1","17 932","51.3","17 701","51.8","18 015","60.7","-1.3","1.8"
". Inactifs hommes","4 728","13.9","6 631","17.4","6 678","17.6","6 875","18.7","6 652","19.0","6 609","19.3","4 414","14.9","-0.6","-33.2"
". Inactifs femmes","11 141","32.8","11 974","31.4","11 818","31.2","11 125","30.2","10 400","29.7","9 864","28.9","7 265","24.5","-5.2","-26.3"
". Inactifs total","15 869","46.7","18 605","48.7","18 496","48.9","18 000","48.9","17 052","48.7","16 473","48.2","11 679","39.3","-3.4","-29.1"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","36 454","97.9","36 999","96.9","36 456","96.3","34 565","93.8","32 520","93.2","31 636","92.6","31 484","92.7","-2.7","-0.5"
". Étrangers","786","2.1","1 194","3.1","1 400","3.7","2 275","6.2","2 360","6.8","2 538","7.4","2 492","7.3","7.5","-1.8"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","1 824","4.9","1 730","4.5","1 652","4.4","1 615","4.4","1 548","4.4","1 472","4.3","1 456","4.3","-4.9","-1.1"
".  5 à 14 ans","3 835","10.3","4 601","12.0","3 684","9.7","3 125","8.5","2 844","8.2","2 759","8.1","2 826","8.3","-3.0","2.4"
". 15 à 24 ans","3 415","9.2","4 790","12.5","5 749","15.2","5 075","13.8","4 264","12.2","4 027","11.8","3 500","10.3","-5.6","-13.1"
". 25 à 34 ans","5 305","14.2","5 238","13.7","4 932","13.0","6 290","17.1","6 520","18.7","6 427","18.8","6 616","19.5","-1.4","2.9"
". 35 à 64 ans","15 876","42.6","16 823","44.0","15 711","41.5","13 730","37.3","12 916","37.0","12 787","37.4","13 003","38.3","-1.0","1.7"
". 65 à 74 ans","2 546","6.8","3 275","8.6","4 044","10.7","4 405","12.0","3 412","9.8","3 138","9.2","3 147","9.3","-8.0","0.3"
". 75 ans et plus","1 202","3.2","1 736","4.5","2 084","5.5","2 600","7.1","3 376","9.7","3 564","10.4","3 428","10.1","5.6","-3.8"
