"Quartier 46","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PICPUS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","27 579","100.0","29 681","100.0","31 324","100.0","33 440","100.0","36 804","100.0","36 457","100.0","37 939","100.0","-0.9","4.1"
"Résidences principales","-","","28 745","96.8","29 512","94.2","30 135","90.1","33 144","90.1","32 070","88.0","33 276","87.7","-3.2","3.8"
"Logements vacants (1)","-","","470","1.6","1 030","3.3","2 485","7.4","2 460","6.7","2 609","7.2","2 979","7.9","6.1","14.2"
"Résidences secondaires","-","","466","1.6","782","2.5","820","2.5","1 200","3.3","623","1.7","804","2.1","-48.1","29.1"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 155","3.2","880","2.3","","-23.8"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","28 745","100.0","29 512","100.0","30 135","100.0","33 144","100.0","32 070","100.0","33 276","100.0","-3.2","3.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","20 461","71.2","17 833","60.4","14 235","47.2","11 308","34.1","12 277","38.3","11 371","34.2","8.6","-7.4"
". 1915 à 1948","0","","5 649","19.7","5 974","20.2","6 330","21.0","7 008","21.1","4 897","15.3","5 336","16.0","-30.1","9.0"
". 1949 à 1981","0","","2 635","9.2","5 705","19.3","9 570","31.8","14 828","44.7","14 164","44.2","13 979","42.0","-4.5","-1.3"
". 1982 à 1989","-","","-","","-","","-","","-","","732","2.3","653","2.0","","-10.8"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 937","5.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 100","9.4","1 589","5.0","770","2.3","-48.7","-51.5"
". sans WC ou sans douche","-","","-","","-","","-","","4 772","14.4","2 624","8.2","1 686","5.1","-45.0","-35.7"
"Total sans confort","-","","-","","-","","-","","7 872","23.8","4 213","13.1","2 456","7.4","-46.5","-41.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","5 256","15.9","3 706","11.6","1 655","5.0","-29.5","-55.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","20 016","60.4","24 151","75.3","29 165","87.6","20.7","20.8"
"Total confort","-","","-","","-","","-","","25 272","76.2","27 857","86.9","30 820","92.6","10.2","10.6"
"Avec WC intérieurs","14 295","","16 218","56.4","18 983","64.3","23 955","79.5","28 448","85.8","29 506","92.0","31 502","94.7","3.7","6.8"
"Avec baignoire ou douche","3 875","","8 466","29.5","13 219","44.8","20 330","67.5","26 872","81.1","28 832","89.9","31 824","95.6","7.3","10.4"
