"Quartier 45","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"BEL AIR","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","14 516","100.0","16 502","100.0","17 403","100.0","19 215","100.0","20 364","100.0","20 814","100.0","20 940","100.0","2.2","0.6"
"Résidences principales","-","","15 813","95.8","16 397","94.2","17 700","92.1","18 540","91.0","18 144","87.2","18 585","88.8","-2.1","2.4"
"Logements vacants (1)","-","","358","2.2","530","3.0","995","5.2","1 252","6.1","1 630","7.8","1 559","7.4","30.2","-4.4"
"Résidences secondaires","-","","331","2.0","476","2.7","520","2.7","572","2.8","362","1.7","399","1.9","-36.7","10.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","678","3.3","397","1.9","","-41.4"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","15 813","100.0","16 397","100.0","17 700","100.0","18 540","100.0","18 144","100.0","18 585","100.0","-2.1","2.4"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","8 067","51.0","6 413","39.1","5 645","31.9","4 324","23.3","4 654","25.7","4 275","23.0","7.6","-8.1"
". 1915 à 1948","0","","5 317","33.6","6 389","39.0","6 440","36.4","6 728","36.3","5 709","31.5","5 656","30.4","-15.1","-0.9"
". 1949 à 1981","0","","2 429","15.4","3 595","21.9","5 615","31.7","7 488","40.4","6 997","38.6","7 064","38.0","-6.6","1.0"
". 1982 à 1989","-","","-","","-","","-","","-","","784","4.3","691","3.7","","-11.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","899","4.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 556","8.4","804","4.4","358","1.9","-48.3","-55.5"
". sans WC ou sans douche","-","","-","","-","","-","","2 220","12.0","1 263","7.0","835","4.5","-43.1","-33.9"
"Total sans confort","-","","-","","-","","-","","3 776","20.4","2 067","11.4","1 193","6.4","-45.3","-42.3"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 120","11.4","1 495","8.2","590","3.2","-29.5","-60.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","12 644","68.2","14 582","80.4","16 802","90.4","15.3","15.2"
"Total confort","-","","-","","-","","-","","14 764","79.6","16 077","88.6","17 392","93.6","8.9","8.2"
"Avec WC intérieurs","9 426","","11 013","69.6","12 243","74.7","14 630","82.7","16 084","86.8","16 838","92.8","17 675","95.1","4.7","5.0"
"Avec baignoire ou douche","4 161","","7 331","46.4","9 776","59.6","13 290","75.1","15 672","84.5","16 579","91.4","17 944","96.6","5.8","8.2"
