"Quartier 35","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"FAUBOURG MONTMARTRE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","8 259","100.0","7 763","100.0","7 288","100.0","6 665","100.0","6 388","100.0","6 072","100.0","6 182","100.0","-4.9","1.8"
"Résidences principales","-","","7 568","97.5","6 948","95.3","6 265","94.0","5 736","89.8","5 041","83.0","4 915","79.5","-12.1","-2.5"
"Logements vacants (1)","-","","74","1.0","145","2.0","300","4.5","476","7.5","690","11.4","945","15.3","45.0","37.0"
"Résidences secondaires","-","","121","1.6","195","2.7","100","1.5","176","2.8","83","1.4","72","1.2","-52.8","-13.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","258","4.2","250","4.0","","-3.1"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","7 568","100.0","6 948","100.0","6 265","100.0","5 736","100.0","5 041","100.0","4 915","100.0","-12.1","-2.5"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","7 227","95.5","6 644","95.6","5 720","91.3","4 240","73.9","4 646","92.2","4 222","85.9","9.6","-9.1"
". 1915 à 1948","0","","334","4.4","291","4.2","500","8.0","1 112","19.4","297","5.9","278","5.7","-73.3","-6.4"
". 1949 à 1981","0","","7","0.1","13","0.2","45","0.7","384","6.7","77","1.5","180","3.7","-79.9","133.8"
". 1982 à 1989","-","","-","","-","","-","","-","","21","0.4","24","0.5","","14.3"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","211","4.3","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 316","22.9","749","14.9","292","5.9","-43.1","-61.0"
". sans WC ou sans douche","-","","-","","-","","-","","1 092","19.0","651","12.9","492","10.0","-40.4","-24.4"
"Total sans confort","-","","-","","-","","-","","2 408","42.0","1 400","27.8","784","16.0","-41.9","-44.0"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 388","24.2","1 056","20.9","420","8.5","-23.9","-60.2"
". WC et douche, avec chauffage central","-","","-","","-","","-","","1 940","33.8","2 585","51.3","3 711","75.5","33.2","43.6"
"Total confort","-","","-","","-","","-","","3 328","58.0","3 641","72.2","4 131","84.0","9.4","13.5"
"Avec WC intérieurs","3 786","","3 323","43.9","3 096","44.6","3 310","52.8","3 824","66.7","3 886","77.1","4 259","86.7","1.6","9.6"
"Avec baignoire ou douche","1 607","","2 267","30.0","2 653","38.2","3 135","50.0","3 940","68.7","4 047","80.3","4 495","91.5","2.7","11.1"
