"Quartier 34","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"CHAUSSEE D'ANTIN","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","9 937","100.0","8 724","100.0","7 659","100.0","5 530","100.0","4 856","100.0","4 116","100.0","3 488","100.0","-15.2","-15.3"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","4 350","43.8","3 869","44.3","3 469","45.3","2 410","43.6","2 380","49.0","1 948","47.3","1 690","48.5","-18.2","-13.2"
". Femmes","5 587","56.2","4 855","55.7","4 190","54.7","3 120","56.4","2 476","51.0","2 168","52.7","1 798","51.5","-12.4","-17.1"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","3 134","31.5","2 565","29.4","2 185","28.5","1 500","27.1","1 496","30.8","1 250","30.4","1 096","35.4","-16.4","-12.3"
". Actifs femmes","2 937","29.6","2 501","28.7","2 077","27.1","1 510","27.3","1 184","24.3","1 124","27.3","999","32.3","-5.1","-11.1"
". Actifs total","6 071","61.1","5 066","58.1","4 262","55.6","3 010","54.4","2 680","55.1","2 374","57.7","2 095","67.7","-11.4","-11.8"
". Inactifs hommes","1 216","12.2","1 304","14.9","1 284","16.8","910","16.5","892","18.3","698","17.0","385","12.4","-21.7","-44.8"
". Inactifs femmes","2 650","26.7","2 354","27.0","2 113","27.6","1 610","29.1","1 292","26.6","1 044","25.4","614","19.8","-19.2","-41.2"
". Inactifs total","3 866","38.9","3 658","41.9","3 397","44.4","2 520","45.6","2 184","44.9","1 742","42.3","999","32.3","-20.2","-42.7"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","9 304","93.6","8 062","92.4","6 775","88.5","4 680","84.6","3 820","78.7","3 267","79.4","2 998","86.0","-14.5","-8.2"
". Étrangers","633","6.4","662","7.6","884","11.5","850","15.4","1 036","21.3","849","20.6","490","14.0","-18.1","-42.3"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","519","5.2","348","4.0","301","3.9","220","4.0","204","4.2","156","3.8","121","3.5","-23.5","-22.4"
".  5 à 14 ans","868","8.7","831","9.5","578","7.5","435","7.9","332","6.8","335","8.1","273","7.8","0.9","-18.5"
". 15 à 24 ans","1 112","11.2","1 131","13.0","1 365","17.8","700","12.7","680","14.0","579","14.1","432","12.4","-14.9","-25.4"
". 25 à 34 ans","1 662","16.7","1 318","15.1","1 123","14.7","990","17.9","1 020","21.0","791","19.2","866","24.8","-22.5","9.5"
". 35 à 64 ans","4 576","46.1","3 823","43.8","3 008","39.3","2 135","38.6","1 788","36.8","1 666","40.5","1 345","38.6","-6.8","-19.3"
". 65 à 74 ans","838","8.4","840","9.6","799","10.4","635","11.5","424","8.7","262","6.4","245","7.0","-38.2","-6.5"
". 75 ans et plus","362","3.6","433","5.0","485","6.3","415","7.5","408","8.4","327","7.9","206","5.9","-19.9","-37.0"
