"Quartier 26","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"INVALIDES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","12 375","100.0","11 606","100.0","10 166","100.0","8 635","100.0","7 528","100.0","7 209","100.0","6 276","100.0","-4.2","-12.9"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","5 013","40.5","4 902","42.2","4 404","43.3","3 955","45.8","3 504","46.5","3 374","46.8","3 040","48.4","-3.7","-9.9"
". Femmes","7 362","59.5","6 704","57.8","5 762","56.7","4 680","54.2","4 024","53.5","3 835","53.2","3 236","51.6","-4.7","-15.6"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","3 184","26.0","2 860","24.6","2 537","25.0","2 195","25.4","1 904","25.2","1 824","25.3","1 693","30.7","-4.2","-7.2"
". Actifs femmes","3 336","27.3","3 045","26.2","2 584","25.4","1 960","22.7","1 672","22.1","1 679","23.3","1 431","26.0","0.4","-14.8"
". Actifs total","6 520","53.3","5 905","50.9","5 121","50.4","4 155","48.1","3 576","47.3","3 503","48.6","3 124","56.7","-2.0","-10.8"
". Inactifs hommes","1 819","14.9","2 042","17.6","1 867","18.4","1 760","20.4","1 628","21.5","1 550","21.5","959","17.4","-4.8","-38.1"
". Inactifs femmes","3 897","31.8","3 659","31.5","3 178","31.3","2 720","31.5","2 352","31.1","2 156","29.9","1 429","25.9","-8.3","-33.7"
". Inactifs total","5 716","46.7","5 701","49.1","5 045","49.6","4 480","51.9","3 980","52.7","3 706","51.4","2 388","43.3","-6.9","-35.6"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","11 749","94.9","10 583","91.2","9 053","89.1","7 400","85.7","6 552","87.0","6 111","84.8","5 477","87.3","-6.7","-10.4"
". Étrangers","626","5.1","1 023","8.8","1 113","10.9","1 235","14.3","976","13.0","1 098","15.2","799","12.7","12.5","-27.2"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","609","4.9","440","3.8","425","4.2","340","3.9","264","3.5","315","4.4","222","3.5","19.3","-29.5"
".  5 à 14 ans","1 298","10.5","1 102","9.5","870","8.6","880","10.2","640","8.5","730","10.1","542","8.6","14.1","-25.8"
". 15 à 24 ans","1 639","13.2","1 916","16.5","1 876","18.5","1 315","15.2","1 172","15.6","1 048","14.5","874","13.9","-10.6","-16.6"
". 25 à 34 ans","2 006","16.2","1 679","14.5","1 344","13.2","1 265","14.6","1 128","15.0","1 021","14.2","1 021","16.3","-9.5","0.0"
". 35 à 64 ans","5 153","41.6","4 696","40.5","3 926","38.6","3 215","37.2","2 916","38.7","2 835","39.3","2 444","38.9","-2.8","-13.8"
". 65 à 74 ans","1 045","8.4","1 093","9.4","1 026","10.1","960","11.1","640","8.5","606","8.4","540","8.6","-5.3","-10.9"
". 75 ans et plus","486","3.9","680","5.9","699","6.9","660","7.6","768","10.2","654","9.1","633","10.1","-14.8","-3.2"
