"Quartier 28","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"GROS CAILLOU","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","18 925","100.0","18 989","100.0","18 204","100.0","17 865","100.0","17 780","100.0","18 638","100.0","17 444","100.0","4.8","-6.4"
"Résidences principales","-","","18 271","96.2","17 071","93.8","15 990","89.5","15 516","87.3","14 857","79.7","13 936","79.9","-4.2","-6.2"
"Logements vacants (1)","-","","255","1.3","511","2.8","1 190","6.7","1 132","6.4","1 965","10.5","1 872","10.7","73.6","-4.7"
"Résidences secondaires","-","","463","2.4","622","3.4","685","3.8","1 132","6.4","620","3.3","984","5.6","-45.2","58.7"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 196","6.4","652","3.7","","-45.5"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","18 271","100.0","17 071","100.0","15 990","100.0","15 516","100.0","14 857","100.0","13 936","100.0","-4.2","-6.2"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","13 868","75.9","12 377","72.5","11 110","69.5","9 136","58.9","10 177","68.5","9 203","66.0","11.4","-9.6"
". 1915 à 1948","0","","3 813","20.9","3 776","22.1","3 210","20.1","4 624","29.8","2 964","20.0","2 827","20.3","-35.9","-4.6"
". 1949 à 1981","0","","590","3.2","918","5.4","1 670","10.4","1 756","11.3","1 603","10.8","1 705","12.2","-8.7","6.4"
". 1982 à 1989","-","","-","","-","","-","","-","","113","0.8","134","1.0","","18.6"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","67","0.5","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 144","13.8","1 433","9.6","563","4.0","-33.2","-60.7"
". sans WC ou sans douche","-","","-","","-","","-","","2 056","13.3","1 395","9.4","1 039","7.5","-32.1","-25.5"
"Total sans confort","-","","-","","-","","-","","4 200","27.1","2 828","19.0","1 602","11.5","-32.7","-43.4"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 776","17.9","1 991","13.4","863","6.2","-28.3","-56.7"
". WC et douche, avec chauffage central","-","","-","","-","","-","","8 540","55.0","10 038","67.6","11 471","82.3","17.5","14.3"
"Total confort","-","","-","","-","","-","","11 316","72.9","12 029","81.0","12 334","88.5","6.3","2.5"
"Avec WC intérieurs","9 826","","9 807","53.7","9 784","57.3","11 200","70.0","12 076","77.8","12 527","84.3","12 570","90.2","3.7","0.3"
"Avec baignoire ou douche","5 783","","7 118","39.0","8 811","51.6","11 145","69.7","12 620","81.3","12 926","87.0","13 137","94.3","2.4","1.6"
