"Quartier 18","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"JARDIN DES PLANTES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","12 102","100.0","11 893","100.0","11 996","100.0","11 265","100.0","12 100","100.0","12 268","100.0","12 361","100.0","1.4","0.8"
"Résidences principales","-","","11 472","96.5","11 226","93.6","10 230","90.8","10 100","83.5","10 487","85.5","10 364","83.8","3.8","-1.2"
"Logements vacants (1)","-","","154","1.3","405","3.4","740","6.6","1 244","10.3","827","6.7","1 080","8.7","-33.5","30.6"
"Résidences secondaires","-","","267","2.2","365","3.0","295","2.6","756","6.2","254","2.1","370","3.0","-66.4","45.7"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","700","5.7","547","4.4","","-21.9"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","11 472","100.0","11 226","100.0","10 230","100.0","10 100","100.0","10 487","100.0","10 364","100.0","3.8","-1.2"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","9 021","78.6","8 157","72.7","7 125","69.6","6 304","62.4","6 077","57.9","5 937","57.3","-3.6","-2.3"
". 1915 à 1948","0","","2 053","17.9","2 206","19.7","1 765","17.3","1 472","14.6","1 726","16.5","1 526","14.7","17.3","-11.6"
". 1949 à 1981","0","","398","3.5","863","7.7","1 340","13.1","2 324","23.0","2 482","23.7","2 489","24.0","6.8","0.3"
". 1982 à 1989","-","","-","","-","","-","","-","","202","1.9","181","1.7","","-10.4"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","231","2.2","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 064","10.5","619","5.9","225","2.2","-41.8","-63.7"
". sans WC ou sans douche","-","","-","","-","","-","","1 480","14.7","1 020","9.7","677","6.5","-31.1","-33.6"
"Total sans confort","-","","-","","-","","-","","2 544","25.2","1 639","15.6","902","8.7","-35.6","-45.0"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 188","21.7","1 742","16.6","792","7.6","-20.4","-54.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","5 368","53.1","7 106","67.8","8 670","83.7","32.4","22.0"
"Total confort","-","","-","","-","","-","","7 556","74.8","8 848","84.4","9 462","91.3","17.1","6.9"
"Avec WC intérieurs","5 604","","5 651","49.3","6 254","55.7","7 660","74.9","8 432","83.5","9 442","90.0","9 725","93.8","12.0","3.0"
"Avec baignoire ou douche","1 455","","2 610","22.8","4 155","37.0","6 865","67.1","8 168","80.9","9 274","88.4","9 876","95.3","13.5","6.5"
