"8ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","213 708","100.0","232 890","100.0","226 260","100.0","224 779","100.0","171 444","100.0","-0.7","-23.7"
"dont :","habitent à Paris","95 712","44.8","94 165","40.4","83 536","36.9","82 211","36.6","61 921","36.1","-1.6","-24.7"
"","-  dans l'arrondissement du lieu de travail","22 152","10.4","13 390","5.7","10 412","4.6","8 576","3.8","8 942","5.2","-17.6","4.3"
"","-  dans un autre arrondissement","73 560","34.4","80 775","34.7","73 124","32.3","73 635","32.8","52 979","30.9","0.7","-28.1"
"","habitent en banlieue  (Ile-de-France hors Paris)","113 632","53.2","130 490","56.0","129 696","57.3","128 182","57.0","98 824","57.6","-1.2","-22.9"
"","-  en Petite Couronne","74 400","34.8","77 600","33.3","72 588","32.1","70 681","31.4","54 964","32.1","-2.6","-22.2"
"","Hauts de Seine","36 356","17.0","35 820","15.4","32 792","14.5","32 957","14.7","26 179","15.3","0.5","-20.6"
"","Seine Saint Denis","21 600","10.1","22 710","9.8","21 292","9.4","19 832","8.8","14 260","8.3","-6.9","-28.1"
"","Val de Marne","16 444","7.7","19 070","8.2","18 504","8.2","17 892","8.0","14 525","8.5","-3.3","-18.8"
"","-  en Grande Couronne","39 232","18.4","52 890","22.7","57 108","25.2","57 501","25.6","43 860","25.6","0.7","-23.7"
"","habitent en province","4 364","2.0","8 235","3.5","13 028","5.8","14 386","6.4","10 699","6.2","10.4","-25.6"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","34 896","100.0","26 900","100.0","21 068","100.0","18 978","100.0","18 745","100.0","-9.9","-1.2"
"dont :","travaillent à Paris","31 796","91.1","22 740","84.5","17 332","82.3","15 060","79.4","13 931","74.3","-13.1","-7.5"
"","-  dans l'arrondissement du lieu de résidence","22 152","63.5","13 390","49.8","10 412","49.4","8 576","45.2","8 942","47.7","-17.6","4.3"
"","-  dans un autre arrondissement","9 644","27.6","9 350","34.8","6 920","32.8","6 484","34.2","4 989","26.6","-6.3","-23.1"
"","travaillent en banlieue  (Ile-de-France hors Paris)","2 904","8.3","3 745","13.9","3 444","16.3","3 606","19.0","4 498","24.0","4.7","24.7"
"","-  en Petite Couronne","2 576","7.4","3 225","12.0","2 896","13.7","2 884","15.2","3 784","20.2","-0.4","31.2"
"","Hauts de Seine","1 808","5.2","2 215","8.2","1 908","9.1","2 004","10.6","2 769","14.8","5.0","38.2"
"","Seine Saint Denis","488","1.4","615","2.3","564","2.7","472","2.5","587","3.1","-16.3","24.4"
"","Val de Marne","280","0.8","395","1.5","424","2.0","408","2.1","428","2.3","-3.8","4.9"
"","-  en Grande Couronne","328","0.9","520","1.9","548","2.6","722","3.8","714","3.8","31.8","-1.1"
"","travaillent en province ou hors France métropolitaine","196","0.6","415","1.5","292","1.4","312","1.6","316","1.7","6.8","1.3"
