"Quartier 32","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"EUROPE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","32 811","100.0","31 110","100.0","28 116","100.0","22 850","100.0","20 084","100.0","18 955","100.0","18 606","100.0","-5.6","-1.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","13 962","42.6","13 285","42.7","12 228","43.5","10 350","45.3","9 208","45.8","8 806","46.5","8 868","47.7","-4.4","0.7"
". Femmes","18 849","57.4","17 825","57.3","15 888","56.5","12 500","54.7","10 876","54.2","10 149","53.5","9 738","52.3","-6.7","-4.0"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","8 817","27.4","8 057","25.9","7 331","26.1","6 135","26.8","5 464","27.1","4 886","25.8","4 915","31.2","-10.6","0.6"
". Actifs femmes","8 640","26.9","8 294","26.7","7 133","25.4","5 535","24.2","4 636","23.0","4 559","24.1","4 466","28.3","-1.7","-2.0"
". Actifs total","17 457","54.3","16 351","52.6","14 464","51.4","11 670","51.1","10 100","50.1","9 445","49.8","9 381","59.5","-6.5","-0.7"
". Inactifs hommes","4 506","14.0","5 228","16.8","4 897","17.4","4 215","18.4","3 824","19.0","3 920","20.7","2 496","15.8","2.5","-36.3"
". Inactifs femmes","10 159","31.6","9 531","30.6","8 755","31.1","6 965","30.5","6 240","30.9","5 590","29.5","3 890","24.7","-10.4","-30.4"
". Inactifs total","14 665","45.7","14 759","47.4","13 652","48.6","11 180","48.9","10 064","49.9","9 510","50.2","6 386","40.5","-5.5","-32.8"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","31 177","95.0","28 937","93.0","25 128","89.4","19 215","84.1","16 612","82.7","15 940","84.1","16 066","86.3","-4.0","0.8"
". Étrangers","1 634","5.0","2 173","7.0","2 988","10.6","3 635","15.9","3 472","17.3","3 015","15.9","2 540","13.7","-13.2","-15.8"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","1 707","5.2","1 231","4.0","1 003","3.6","930","4.1","812","4.0","783","4.1","824","4.4","-3.6","5.2"
".  5 à 14 ans","3 181","9.7","3 320","10.7","2 534","9.0","2 050","9.0","1 800","9.0","1 948","10.3","2 015","10.8","8.2","3.4"
". 15 à 24 ans","4 014","12.2","4 881","15.7","5 360","19.1","3 805","16.7","3 032","15.1","2 949","15.6","2 774","14.9","-2.7","-5.9"
". 25 à 34 ans","5 561","16.9","4 607","14.8","3 848","13.7","3 685","16.1","3 388","16.9","2 918","15.4","3 086","16.6","-13.9","5.8"
". 35 à 64 ans","13 353","40.7","12 413","39.9","10 585","37.6","8 175","35.8","7 564","37.7","7 226","38.1","7 096","38.1","-4.5","-1.8"
". 65 à 74 ans","2 908","8.9","2 906","9.3","2 905","10.3","2 460","10.8","1 608","8.0","1 511","8.0","1 314","7.1","-6.0","-13.0"
". 75 ans et plus","1 398","4.3","1 752","5.6","1 881","6.7","1 745","7.6","1 880","9.4","1 620","8.5","1 497","8.0","-13.8","-7.6"
