"Quartier 23","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"NOTRE DAME DES CHAMPS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","42 812","100.0","39 809","100.0","35 854","100.0","29 770","100.0","27 080","100.0","26 264","100.0","24 731","100.0","-3.0","-5.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","18 257","42.6","16 912","42.5","15 234","42.5","12 705","42.7","11 756","43.4","11 390","43.4","10 997","44.5","-3.1","-3.5"
". Femmes","24 555","57.4","22 897","57.5","20 620","57.5","17 065","57.3","15 324","56.6","14 874","56.6","13 734","55.5","-2.9","-7.7"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","10 581","26.1","9 514","23.9","8 441","23.5","6 860","23.0","6 288","23.1","6 003","22.9","5 563","25.2","-4.5","-7.3"
". Actifs femmes","9 976","24.6","9 806","24.6","8 890","24.8","6 930","23.3","6 068","22.3","6 151","23.4","5 737","26.0","1.4","-6.7"
". Actifs total","20 557","50.8","19 320","48.5","17 331","48.3","13 790","46.3","12 356","45.5","12 154","46.3","11 300","51.1","-1.6","-7.0"
". Inactifs hommes","6 509","16.1","7 398","18.6","6 793","18.9","5 845","19.6","5 560","20.5","5 387","20.5","4 042","18.3","-3.1","-25.0"
". Inactifs femmes","13 415","33.1","13 091","32.9","11 730","32.7","10 135","34.0","9 256","34.1","8 723","33.2","6 755","30.6","-5.8","-22.6"
". Inactifs total","19 924","49.2","20 489","51.5","18 523","51.7","15 980","53.7","14 816","54.5","14 110","53.7","10 797","48.9","-4.8","-23.5"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","40 726","95.1","36 580","91.9","32 374","90.3","26 490","89.0","24 072","88.9","23 362","89.0","21 983","88.9","-2.9","-5.9"
". Étrangers","2 086","4.9","3 229","8.1","3 480","9.7","3 280","11.0","3 008","11.1","2 902","11.0","2 741","11.1","-3.5","-5.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","2 092","4.9","1 590","4.0","1 255","3.5","995","3.3","848","3.1","852","3.2","774","3.1","0.5","-9.2"
".  5 à 14 ans","4 238","9.9","3 868","9.7","2 989","8.3","2 680","9.0","2 248","8.3","2 124","8.1","1 860","7.5","-5.5","-12.4"
". 15 à 24 ans","5 778","13.5","6 912","17.4","7 051","19.7","5 240","17.6","4 800","17.7","4 721","18.0","4 356","17.6","-1.6","-7.7"
". 25 à 34 ans","6 842","16.0","5 834","14.7","5 042","14.1","4 690","15.8","4 268","15.8","3 969","15.1","4 127","16.7","-7.0","4.0"
". 35 à 64 ans","16 135","37.7","15 300","38.4","12 985","36.2","10 125","34.0","9 580","35.4","9 601","36.6","8 775","35.5","0.2","-8.6"
". 65 à 74 ans","3 605","8.4","3 831","9.6","3 874","10.8","3 385","11.4","2 376","8.8","2 301","8.8","2 272","9.2","-3.2","-1.3"
". 75 ans et plus","1 791","4.2","2 474","6.2","2 658","7.4","2 655","8.9","2 960","10.9","2 696","10.3","2 567","10.4","-8.9","-4.8"
