"Quartier 21","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"MONNAIE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","14 594","100.0","12 621","100.0","11 025","100.0","8 080","100.0","6 484","100.0","6 514","100.0","6 185","100.0","0.5","-5.1"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","6 582","45.1","5 727","45.4","5 065","45.9","3 695","45.7","2 900","44.7","2 990","45.9","2 931","47.4","3.1","-2.0"
". Femmes","8 012","54.9","6 894","54.6","5 960","54.1","4 385","54.3","3 584","55.3","3 524","54.1","3 254","52.6","-1.7","-7.7"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","4 457","30.5","3 682","29.2","3 164","28.7","2 310","28.6","1 848","28.4","1 832","28.1","1 634","28.8","-0.9","-10.8"
". Actifs femmes","3 903","26.7","3 407","27.0","2 936","26.6","2 115","26.2","1 608","24.7","1 785","27.4","1 557","27.5","11.0","-12.8"
". Actifs total","8 360","57.3","7 089","56.2","6 100","55.3","4 425","54.8","3 456","53.1","3 617","55.5","3 191","56.3","4.7","-11.8"
". Inactifs hommes","2 125","14.6","2 045","16.2","1 901","17.2","1 385","17.1","1 076","16.5","1 158","17.8","1 022","18.0","7.6","-11.7"
". Inactifs femmes","4 107","28.1","3 487","27.6","3 024","27.4","2 270","28.1","1 976","30.4","1 739","26.7","1 454","25.7","-12.0","-16.4"
". Inactifs total","6 232","42.7","5 532","43.8","4 925","44.7","3 655","45.2","3 052","46.9","2 897","44.5","2 476","43.7","-5.1","-14.5"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","13 651","93.5","11 375","90.1","9 740","88.3","6 910","85.5","5 436","83.8","5 602","86.0","5 338","86.3","3.1","-4.7"
". Étrangers","943","6.5","1 246","9.9","1 285","11.7","1 170","14.5","1 048","16.2","912","14.0","847","13.7","-13.0","-7.1"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","755","5.2","494","3.9","424","3.8","275","3.4","172","2.7","201","3.1","155","2.5","16.9","-22.9"
".  5 à 14 ans","1 416","9.7","1 171","9.3","874","7.9","575","7.1","420","6.5","410","6.3","363","5.9","-2.4","-11.5"
". 15 à 24 ans","1 705","11.7","1 671","13.2","1 872","17.0","1 065","13.2","940","14.5","885","13.6","979","15.8","-5.9","10.6"
". 25 à 34 ans","2 692","18.4","2 091","16.6","1 721","15.6","1 520","18.8","1 268","19.6","1 295","19.9","1 310","21.2","2.1","1.2"
". 35 à 64 ans","6 391","43.8","5 425","43.0","4 374","39.7","3 085","38.2","2 492","38.4","2 574","39.5","2 320","37.5","3.3","-9.9"
". 65 à 74 ans","1 179","8.1","1 174","9.3","1 103","10.0","925","11.4","652","10.1","571","8.8","514","8.3","-12.4","-10.0"
". 75 ans et plus","454","3.1","595","4.7","657","6.0","635","7.9","540","8.3","578","8.9","544","8.8","7.0","-5.9"
