"Quartier 23","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"NOTRE DAME DES CHAMPS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","16 154","100.0","16 130","100.0","15 726","100.0","15 570","100.0","15 888","100.0","17 945","100.0","16 458","100.0","12.9","-8.3"
"Résidences principales","-","","15 671","97.2","14 872","94.6","13 635","87.6","13 184","83.0","13 122","73.1","12 885","78.3","-0.5","-1.8"
"Logements vacants (1)","-","","199","1.2","275","1.7","1 005","6.5","812","5.1","2 760","15.4","2 083","12.7","239.9","-24.5"
"Résidences secondaires","-","","260","1.6","579","3.7","930","6.0","1 892","11.9","431","2.4","759","4.6","-77.2","76.1"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 632","9.1","731","4.4","","-55.2"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","15 671","100.0","14 872","100.0","13 635","100.0","13 184","100.0","13 122","100.0","12 885","100.0","-0.5","-1.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","13 311","84.9","12 028","80.9","10 315","75.7","8 676","65.8","9 661","73.6","9 477","73.6","11.4","-1.9"
". 1915 à 1948","0","","1 758","11.2","2 103","14.1","1 830","13.4","1 948","14.8","1 360","10.4","1 283","10.0","-30.2","-5.7"
". 1949 à 1981","0","","602","3.8","741","5.0","1 490","10.9","2 560","19.4","2 009","15.3","1 980","15.4","-21.5","-1.4"
". 1982 à 1989","-","","-","","-","","-","","-","","92","0.7","41","0.3","","-55.4"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","104","0.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 776","13.5","1 236","9.4","576","4.5","-30.4","-53.4"
". sans WC ou sans douche","-","","-","","-","","-","","1 596","12.1","1 171","8.9","1 062","8.2","-26.6","-9.3"
"Total sans confort","-","","-","","-","","-","","3 372","25.6","2 407","18.3","1 638","12.7","-28.6","-31.9"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 320","17.6","1 691","12.9","723","5.6","-27.1","-57.2"
". WC et douche, avec chauffage central","-","","-","","-","","-","","7 492","56.8","9 024","68.8","10 524","81.7","20.4","16.6"
"Total confort","-","","-","","-","","-","","9 812","74.4","10 715","81.7","11 247","87.3","9.2","5.0"
"Avec WC intérieurs","8 791","","8 767","55.9","8 919","60.0","9 760","71.6","10 516","79.8","11 105","84.6","11 445","88.8","5.6","3.1"
"Avec baignoire ou douche","4 667","","6 391","40.8","7 775","52.3","9 600","70.4","10 712","81.3","11 496","87.6","12 111","94.0","7.3","5.3"
