"6ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","64 848","100.0","56 955","100.0","59 628","100.0","60 665","100.0","43 691","100.0","1.7","-28.0"
"dont :","habitent à Paris","40 140","61.9","30 140","52.9","28 428","47.7","26 905","44.4","21 806","49.9","-5.4","-19.0"
"","-  dans l'arrondissement du lieu de travail","19 048","29.4","9 805","17.2","7 284","12.2","6 953","11.5","7 392","16.9","-4.5","6.3"
"","-  dans un autre arrondissement","21 092","32.5","20 335","35.7","21 144","35.5","19 952","32.9","14 414","33.0","-5.6","-27.8"
"","habitent en banlieue  (Ile-de-France hors Paris)","23 920","36.9","25 595","44.9","28 920","48.5","30 696","50.6","19 741","45.2","6.1","-35.7"
"","-  en Petite Couronne","17 280","26.6","17 320","30.4","18 736","31.4","18 636","30.7","12 166","27.8","-0.5","-34.7"
"","Hauts de Seine","7 300","11.3","6 340","11.1","6 496","10.9","6 752","11.1","4 820","11.0","3.9","-28.6"
"","Seine Saint Denis","4 680","7.2","5 055","8.9","5 248","8.8","5 608","9.2","3 406","7.8","6.9","-39.3"
"","Val de Marne","5 300","8.2","5 925","10.4","6 992","11.7","6 276","10.3","3 940","9.0","-10.2","-37.2"
"","-  en Grande Couronne","6 640","10.2","8 275","14.5","10 184","17.1","12 060","19.9","7 575","17.3","18.4","-37.2"
"","habitent en province","788","1.2","1 220","2.1","2 280","3.8","3 064","5.1","2 144","4.9","34.4","-30.0"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","34 412","100.0","26 255","100.0","22 032","100.0","22 310","100.0","19 380","100.0","1.3","-13.1"
"dont :","travaillent à Paris","31 184","90.6","22 000","83.8","17 788","80.7","17 669","79.2","14 560","75.1","-0.7","-17.6"
"","-  dans l'arrondissement du lieu de résidence","19 048","55.4","9 805","37.3","7 284","33.1","6 953","31.2","7 392","38.1","-4.5","6.3"
"","-  dans un autre arrondissement","12 136","35.3","12 195","46.4","10 504","47.7","10 716","48.0","7 168","37.0","2.0","-33.1"
"","travaillent en banlieue  (Ile-de-France hors Paris)","2 936","8.5","3 730","14.2","3 828","17.4","4 181","18.7","4 420","22.8","9.2","5.7"
"","-  en Petite Couronne","2 528","7.3","2 955","11.3","2 980","13.5","3 184","14.3","3 352","17.3","6.8","5.3"
"","Hauts de Seine","1 624","4.7","1 735","6.6","1 876","8.5","2 104","9.4","2 264","11.7","12.2","7.6"
"","Seine Saint Denis","408","1.2","460","1.8","476","2.2","492","2.2","488","2.5","3.4","-0.8"
"","Val de Marne","496","1.4","760","2.9","628","2.9","588","2.6","600","3.1","-6.4","2.0"
"","-  en Grande Couronne","408","1.2","775","3.0","848","3.8","997","4.5","1 068","5.5","17.6","7.1"
"","travaillent en province ou hors France métropolitaine","292","0.8","525","2.0","416","1.9","460","2.1","400","2.1","10.6","-13.0"
