"Quartier 21","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"MONNAIE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","5 989","100.0","5 483","100.0","4 410","100.0","3 880","100.0","3 987","100.0","3 964","100.0","2.8","-0.6"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","2 563","42.8","2 597","47.4","2 290","51.9","2 324","59.9","2 467","61.9","2 574","64.9","6.2","4.3"
". 2 personnes","","-","","1 762","29.4","1 539","28.1","1 280","29.0","952","24.5","915","22.9","880","22.2","-3.9","-3.8"
". 3 personnes","","-","","849","14.2","680","12.4","435","9.9","316","8.1","334","8.4","278","7.0","5.7","-16.8"
". 4 personnes","","-","","444","7.4","396","7.2","280","6.3","180","4.6","184","4.6","174","4.4","2.2","-5.4"
". 5 personnes et plus","","-","","371","6.2","271","4.9","125","2.8","108","2.8","87","2.2","58","1.5","-19.4","-33.3"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","4 589","83.7","3 815","86.5","3 420","88.1","3 522","88.3","3 563","89.9","3.0","1.2"
". 1 enfant","","-","","-","","523","9.5","355","8.0","312","8.0","274","6.9","249","6.3","-12.2","-9.1"
". 2 enfants","","-","","-","","260","4.7","175","4.0","112","2.9","149","3.7","121","3.1","33.0","-18.8"
". 3 enfants ou plus","","-","","-","","111","2.0","65","1.5","36","0.9","42","1.1","31","0.8","16.7","-26.2"
