"Quartier 24","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT GERMAIN DES PRES","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","4 989","100.0","4 386","100.0","3 645","100.0","3 212","100.0","3 234","100.0","3 050","100.0","0.7","-5.7"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","2 195","44.0","2 002","45.6","1 875","51.4","1 712","53.3","1 840","56.9","1 844","60.5","7.5","0.2"
". 2 personnes","","-","","1 337","26.8","1 172","26.7","930","25.5","796","24.8","786","24.3","708","23.2","-1.3","-9.9"
". 3 personnes","","-","","652","13.1","546","12.4","385","10.6","332","10.3","306","9.5","248","8.1","-7.8","-19.0"
". 4 personnes","","-","","389","7.8","317","7.2","280","7.7","248","7.7","188","5.8","146","4.8","-24.2","-22.3"
". 5 personnes et plus","","-","","416","8.3","349","8.0","175","4.8","124","3.9","114","3.5","104","3.4","-8.1","-8.8"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","3 585","81.7","3 055","83.8","2 744","85.4","2 794","86.4","2 684","88.0","1.8","-3.9"
". 1 enfant","","-","","-","","451","10.3","335","9.2","248","7.7","252","7.8","188","6.2","1.6","-25.4"
". 2 enfants","","-","","-","","213","4.9","190","5.2","152","4.7","139","4.3","116","3.8","-8.6","-16.5"
". 3 enfants ou plus","","-","","-","","137","3.1","65","1.8","68","2.1","49","1.5","62","2.0","-27.9","26.5"
