"Quartier 13","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"SAINT MERRI","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","14 764","100.0","14 095","100.0","12 199","100.0","8 650","100.0","6 560","100.0","6 621","100.0","6 523","100.0","0.9","-1.5"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","6 694","45.3","6 654","47.2","5 792","47.5","4 215","48.7","3 084","47.0","3 130","47.3","3 203","49.1","1.5","2.3"
". Femmes","8 070","54.7","7 441","52.8","6 407","52.5","4 435","51.3","3 476","53.0","3 491","52.7","3 320","50.9","0.4","-4.9"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","4 759","32.3","4 486","31.8","3 877","31.8","2 720","31.4","1 952","29.7","1 940","29.3","2 082","35.6","-0.6","7.3"
". Actifs femmes","3 911","26.5","3 556","25.2","2 969","24.3","2 085","24.1","1 668","25.4","1 806","27.3","1 806","30.8","8.3","0.0"
". Actifs total","8 670","58.8","8 042","57.1","6 846","56.1","4 805","55.5","3 620","55.1","3 746","56.6","3 888","66.4","3.5","3.8"
". Inactifs hommes","1 935","13.1","2 168","15.4","1 915","15.7","1 495","17.3","1 140","17.4","1 190","18.0","791","13.5","4.4","-33.5"
". Inactifs femmes","4 139","28.1","3 885","27.6","3 438","28.2","2 350","27.2","1 808","27.5","1 685","25.4","1 176","20.1","-6.8","-30.2"
". Inactifs total","6 074","41.2","6 053","42.9","5 353","43.9","3 845","44.5","2 948","44.9","2 875","43.4","1 967","33.6","-2.5","-31.6"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","13 971","94.6","12 394","87.9","10 308","84.5","7 020","81.2","5 540","84.5","5 546","83.8","5 539","84.9","0.1","-0.1"
". Étrangers","793","5.4","1 701","12.1","1 891","15.5","1 630","18.8","1 020","15.5","1 075","16.2","984","15.1","5.4","-8.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","857","5.8","704","5.0","550","4.5","305","3.5","168","2.6","256","3.9","228","3.5","52.4","-10.9"
".  5 à 14 ans","1 484","10.1","1 482","10.5","1 181","9.7","680","7.9","524","8.0","471","7.1","440","6.7","-10.1","-6.6"
". 15 à 24 ans","1 755","11.9","1 797","12.7","1 932","15.8","1 190","13.8","828","12.6","906","13.7","777","11.9","9.4","-14.2"
". 25 à 34 ans","2 490","16.9","2 295","16.3","1 839","15.1","1 585","18.3","1 372","20.9","1 466","22.1","1 723","26.4","6.9","17.5"
". 35 à 64 ans","6 598","44.7","5 939","42.1","4 752","39.0","3 320","38.4","2 520","38.4","2 527","38.2","2 474","37.9","0.3","-2.1"
". 65 à 74 ans","1 136","7.7","1 250","8.9","1 258","10.3","940","10.9","552","8.4","480","7.2","457","7.0","-13.0","-4.8"
". 75 ans et plus","424","2.9","628","4.5","687","5.6","630","7.3","596","9.1","515","7.8","424","6.5","-13.6","-17.7"
