"Quartier 63","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PORTE DAUPHINE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","12 135","100.0","14 558","100.0","15 668","100.0","16 930","100.0","17 408","100.0","17 265","100.0","17 468","100.0","-0.8","1.2"
"Résidences principales","-","","13 483","92.6","14 330","91.5","14 530","85.8","14 512","83.4","13 875","80.4","13 842","79.2","-4.4","-0.2"
"Logements vacants (1)","-","","357","2.5","513","3.3","1 530","9.0","1 780","10.2","1 461","8.5","1 837","10.5","-17.9","25.7"
"Résidences secondaires","-","","718","4.9","825","5.3","870","5.1","1 116","6.4","689","4.0","633","3.6","-38.3","-8.1"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 240","7.2","1 156","6.6","","-6.8"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","13 483","100.0","14 330","100.0","14 530","100.0","14 512","100.0","13 875","100.0","13 842","100.0","-4.4","-0.2"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","9 643","71.5","8 699","60.7","8 020","55.2","6 840","47.1","7 015","50.6","6 970","50.4","2.6","-0.6"
". 1915 à 1948","0","","2 128","15.8","2 534","17.7","2 620","18.0","3 256","22.4","2 140","15.4","1 952","14.1","-34.3","-8.8"
". 1949 à 1981","0","","1 712","12.7","3 097","21.6","3 890","26.8","4 416","30.4","4 651","33.5","4 692","33.9","5.3","0.9"
". 1982 à 1989","-","","-","","-","","-","","-","","69","0.5","80","0.6","","15.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","148","1.1","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 044","14.1","1 287","9.3","836","6.0","-37.0","-35.0"
". sans WC ou sans douche","-","","-","","-","","-","","1 540","10.6","1 147","8.3","1 219","8.8","-25.5","6.3"
"Total sans confort","-","","-","","-","","-","","3 584","24.7","2 434","17.5","2 055","14.8","-32.1","-15.6"
". WC et douche, sans chauffage central","-","","-","","-","","-","","696","4.8","497","3.6","236","1.7","-28.6","-52.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","10 232","70.5","10 944","78.9","11 551","83.4","7.0","5.5"
"Total confort","-","","-","","-","","-","","10 928","75.3","11 441","82.5","11 787","85.2","4.7","3.0"
"Avec WC intérieurs","8 278","","9 014","66.9","9 724","67.9","11 270","77.6","11 220","77.3","11 639","83.9","11 945","86.3","3.7","2.6"
"Avec baignoire ou douche","6 288","","8 012","59.4","9 939","69.4","11 580","79.7","12 184","84.0","12 390","89.3","12 848","92.8","1.7","3.7"
