"Quartier 62","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"MUETTE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","20 693","100.0","23 826","100.0","25 139","100.0","27 320","100.0","27 868","100.0","29 152","100.0","27 720","100.0","4.6","-4.9"
"Résidences principales","-","","22 583","94.8","23 306","92.7","24 555","89.9","24 224","86.9","23 514","80.7","22 416","80.9","-2.9","-4.7"
"Logements vacants (1)","-","","481","2.0","663","2.6","1 415","5.2","2 168","7.8","3 126","10.7","2 760","10.0","44.2","-11.7"
"Résidences secondaires","-","","762","3.2","1 170","4.7","1 350","4.9","1 476","5.3","909","3.1","1 260","4.5","-38.4","38.6"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 603","5.5","1 284","4.6","","-19.9"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","22 583","100.0","23 306","100.0","24 555","100.0","24 224","100.0","23 514","100.0","22 416","100.0","-2.9","-4.7"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","13 368","59.2","11 709","50.2","10 985","44.7","11 296","46.6","10 696","45.5","10 261","45.8","-5.3","-4.1"
". 1915 à 1948","0","","6 244","27.6","6 883","29.5","6 420","26.1","5 412","22.3","5 353","22.8","4 803","21.4","-1.1","-10.3"
". 1949 à 1981","0","","2 971","13.2","4 714","20.2","7 150","29.1","7 516","31.0","7 082","30.1","6 703","29.9","-5.8","-5.4"
". 1982 à 1989","-","","-","","-","","-","","-","","383","1.6","270","1.2","","-29.5"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","379","1.7","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 284","13.6","2 346","10.0","1 272","5.7","-28.6","-45.8"
". sans WC ou sans douche","-","","-","","-","","-","","1 988","8.2","1 773","7.5","1 823","8.1","-10.8","2.8"
"Total sans confort","-","","-","","-","","-","","5 272","21.8","4 119","17.5","3 095","13.8","-21.9","-24.9"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 304","5.4","1 030","4.4","482","2.2","-21.0","-53.2"
". WC et douche, avec chauffage central","-","","-","","-","","-","","17 648","72.9","18 365","78.1","18 839","84.0","4.1","2.6"
"Total confort","-","","-","","-","","-","","18 952","78.2","19 395","82.5","19 321","86.2","2.3","-0.4"
"Avec WC intérieurs","14 751","","15 970","70.7","16 510","70.8","19 005","77.4","19 392","80.1","19 762","84.0","19 545","87.2","1.9","-1.1"
"Avec baignoire ou douche","11 439","","14 141","62.6","16 766","71.9","19 515","79.5","20 528","84.7","20 801","88.5","20 920","93.3","1.3","0.6"
