"Quartier 17","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT VICTOR","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","10 020","100.0","8 662","100.0","7 635","100.0","7 160","100.0","7 007","100.0","6 897","100.0","-2.1","-1.6"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","3 975","39.7","3 751","43.3","3 850","50.4","4 080","57.0","4 003","57.1","4 062","58.9","-1.9","1.5"
". 2 personnes","","-","","3 131","31.2","2 606","30.1","2 250","29.5","1 832","25.6","1 762","25.1","1 757","25.5","-3.8","-0.3"
". 3 personnes","","-","","1 560","15.6","1 217","14.0","875","11.5","676","9.4","630","9.0","567","8.2","-6.8","-10.0"
". 4 personnes","","-","","776","7.7","651","7.5","380","5.0","452","6.3","433","6.2","350","5.1","-4.2","-19.2"
". 5 personnes et plus","","-","","578","5.8","437","5.0","280","3.7","120","1.7","179","2.6","161","2.3","49.2","-10.1"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","7 098","81.9","6 555","85.9","6 204","86.6","6 040","86.2","5 979","86.7","-2.6","-1.0"
". 1 enfant","","-","","-","","894","10.3","670","8.8","600","8.4","553","7.9","533","7.7","-7.8","-3.6"
". 2 enfants","","-","","-","","482","5.6","280","3.7","284","4.0","303","4.3","281","4.1","6.7","-7.3"
". 3 enfants ou plus","","-","","-","","188","2.2","130","1.7","72","1.0","111","1.6","104","1.5","54.2","-6.3"
"POPULATION DES MÉNAGES","","24 015","","21 383","","17 509","","14 005","","12 228","","12 103","","11 524","","-1.0","-4.8"
