"Quartier 20","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"SORBONNE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","21 503","100.0","19 143","100.0","14 958","100.0","11 240","100.0","10 992","100.0","10 281","100.0","9 683","100.0","-6.5","-5.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","10 837","50.4","9 377","49.0","7 082","47.3","5 290","47.1","5 268","47.9","4 897","47.6","4 579","47.3","-7.0","-6.5"
". Femmes","10 666","49.6","9 766","51.0","7 876","52.7","5 950","52.9","5 724","52.1","5 384","52.4","5 104","52.7","-5.9","-5.2"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","6 672","32.1","5 715","29.9","4 205","28.1","3 010","26.8","3 108","28.2","2 835","27.6","2 559","29.3","-8.8","-9.7"
". Actifs femmes","4 972","23.9","4 492","23.5","3 508","23.5","2 760","24.6","2 616","23.7","2 661","25.9","2 389","27.4","1.7","-10.2"
". Actifs total","11 644","56.1","10 207","53.3","7 713","51.6","5 770","51.3","5 724","51.9","5 496","53.5","4 948","56.7","-4.0","-10.0"
". Inactifs hommes","3 442","16.6","3 662","19.1","2 877","19.2","2 280","20.3","2 200","19.9","2 062","20.1","1 520","17.4","-6.3","-26.3"
". Inactifs femmes","5 686","27.4","5 274","27.6","4 368","29.2","3 190","28.4","3 108","28.2","2 723","26.5","2 261","25.9","-12.4","-17.0"
". Inactifs total","9 128","43.9","8 936","46.7","7 245","48.4","5 470","48.7","5 308","48.1","4 785","46.5","3 781","43.3","-9.9","-21.0"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","19 360","90.0","16 058","83.9","12 565","84.0","9 720","86.5","9 032","82.2","8 744","85.1","8 364","86.4","-3.2","-4.3"
". Étrangers","2 143","10.0","3 085","16.1","2 393","16.0","1 520","13.5","1 960","17.8","1 537","14.9","1 303","13.5","-21.6","-15.2"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","1 079","5.0","868","4.5","580","3.9","385","3.4","400","3.6","314","3.1","256","2.6","-21.5","-18.5"
".  5 à 14 ans","1 925","9.0","1 720","9.0","1 154","7.7","870","7.7","744","6.8","704","6.8","698","7.2","-5.4","-0.9"
". 15 à 24 ans","2 884","13.4","3 112","16.3","2 813","18.8","1 795","16.0","1 916","17.4","1 835","17.8","1 692","17.5","-4.2","-7.8"
". 25 à 34 ans","4 334","20.2","3 505","18.3","2 675","17.9","2 220","19.8","2 408","21.9","2 060","20.0","2 005","20.7","-14.5","-2.7"
". 35 à 64 ans","8 490","39.5","7 428","38.8","5 415","36.2","3 765","33.5","3 740","34.0","3 834","37.3","3 608","37.3","2.5","-5.9"
". 65 à 74 ans","1 451","6.7","1 665","8.7","1 469","9.8","1 250","11.1","880","8.0","700","6.8","676","7.0","-20.5","-3.4"
". 75 ans et plus","609","2.8","845","4.4","852","5.7","955","8.5","904","8.2","834","8.1","748","7.7","-7.7","-10.3"
