"Quartier 67","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"BATIGNOLLES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","27 437","100.0","26 877","100.0","26 144","100.0","26 105","100.0","25 616","100.0","25 812","100.0","26 082","100.0","0.8","1.0"
"Résidences principales","-","","25 806","96.0","24 139","92.3","23 800","91.2","22 404","87.5","21 274","82.4","21 653","83.0","-5.0","1.8"
"Logements vacants (1)","-","","469","1.7","963","3.7","1 460","5.6","2 180","8.5","2 530","9.8","3 003","11.5","16.1","18.7"
"Résidences secondaires","-","","602","2.2","1 042","4.0","845","3.2","1 032","4.0","352","1.4","536","2.1","-65.9","52.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 656","6.4","890","3.4","","-46.3"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","25 806","100.0","24 139","100.0","23 800","100.0","22 404","100.0","21 274","100.0","21 653","100.0","-5.0","1.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","22 225","86.1","19 512","80.8","18 195","76.4","15 084","67.3","14 913","70.1","14 456","66.8","-1.1","-3.1"
". 1915 à 1948","0","","3 276","12.7","3 411","14.1","3 790","15.9","4 740","21.2","3 334","15.7","3 531","16.3","-29.7","5.9"
". 1949 à 1981","0","","305","1.2","1 216","5.0","1 815","7.6","2 580","11.5","2 250","10.6","2 621","12.1","-12.8","16.5"
". 1982 à 1989","-","","-","","-","","-","","-","","777","3.7","691","3.2","","-11.1"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","354","1.6","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 636","16.2","1 988","9.3","950","4.4","-45.3","-52.2"
". sans WC ou sans douche","-","","-","","-","","-","","3 472","15.5","2 096","9.9","1 648","7.6","-39.6","-21.4"
"Total sans confort","-","","-","","-","","-","","7 108","31.7","4 084","19.2","2 598","12.0","-42.5","-36.4"
". WC et douche, sans chauffage central","-","","-","","-","","-","","5 424","24.2","3 962","18.6","1 748","8.1","-27.0","-55.9"
". WC et douche, avec chauffage central","-","","-","","-","","-","","9 872","44.1","13 228","62.2","17 307","79.9","34.0","30.8"
"Total confort","-","","-","","-","","-","","15 296","68.3","17 190","80.8","19 055","88.0","12.4","10.8"
"Avec WC intérieurs","13 123","","12 929","50.1","13 135","54.4","15 905","66.8","16 904","75.5","18 122","85.2","19 501","90.1","7.2","7.6"
"Avec baignoire ou douche","5 066","","7 725","29.9","10 461","43.3","15 225","64.0","17 192","76.7","18 354","86.3","20 257","93.6","6.8","10.4"
