"Quartier 65","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"TERNES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","56 531","100.0","54 123","100.0","50 386","100.0","44 180","100.0","40 508","100.0","40 255","100.0","39 137","100.0","-0.6","-2.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","23 747","42.0","23 060","42.6","21 514","42.7","19 085","43.2","17 716","43.7","17 933","44.5","17 772","45.4","1.2","-0.9"
". Femmes","32 784","58.0","31 063","57.4","28 872","57.3","25 095","56.8","22 792","56.3","22 322","55.5","21 365","54.6","-2.1","-4.3"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","15 898","28.3","14 416","26.6","13 121","26.0","11 260","25.5","9 968","24.6","10 015","24.9","10 142","29.8","0.5","1.3"
". Actifs femmes","14 233","25.3","13 490","24.9","12 498","24.8","10 825","24.5","9 444","23.3","9 908","24.6","10 204","29.9","4.9","3.0"
". Actifs total","30 131","53.6","27 906","51.6","25 619","50.8","22 085","50.0","19 412","47.8","19 923","49.5","20 346","59.7","2.6","2.1"
". Inactifs hommes","7 557","13.4","8 644","16.0","8 393","16.7","7 825","17.7","7 840","19.3","7 918","19.7","5 061","14.8","1.0","-36.1"
". Inactifs femmes","18 502","32.9","17 573","32.5","16 374","32.5","14 270","32.3","13 348","32.9","12 414","30.8","8 680","25.5","-7.0","-30.1"
". Inactifs total","26 059","46.4","26 217","48.4","24 767","49.2","22 095","50.0","21 188","52.2","20 332","50.5","13 741","40.3","-4.0","-32.4"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","52 975","93.7","49 904","92.2","45 745","90.8","38 390","86.9","34 876","86.1","35 218","87.5","34 526","88.2","1.0","-2.0"
". Étrangers","3 556","6.3","4 219","7.8","4 641","9.2","5 790","13.1","5 632","13.9","5 037","12.5","4 611","11.8","-10.6","-8.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","2 767","4.9","2 105","3.9","1 841","3.7","1 935","4.4","1 776","4.4","1 799","4.5","1 742","4.5","1.3","-3.2"
".  5 à 14 ans","5 473","9.7","5 257","9.7","4 202","8.3","3 540","8.0","3 368","8.3","3 623","9.0","3 308","8.5","7.6","-8.7"
". 15 à 24 ans","6 099","10.8","7 209","13.3","8 207","16.3","6 125","13.9","5 096","12.6","5 192","12.9","4 628","11.8","1.9","-10.9"
". 25 à 34 ans","8 881","15.7","7 438","13.7","6 700","13.3","7 760","17.6","7 400","18.3","7 050","17.5","7 773","19.9","-4.7","10.3"
". 35 à 64 ans","25 457","45.0","23 347","43.1","19 859","39.4","15 495","35.1","14 340","35.4","14 841","36.9","14 660","37.5","3.5","-1.2"
". 65 à 74 ans","5 150","9.1","5 477","10.1","5 889","11.7","5 165","11.7","4 056","10.0","3 439","8.5","3 117","8.0","-15.2","-9.4"
". 75 ans et plus","2 363","4.2","3 290","6.1","3 688","7.3","4 160","9.4","4 472","11.0","4 311","10.7","3 909","10.0","-3.6","-9.3"
