"Quartier 65","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"TERNES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","24 483","100.0","24 813","100.0","25 370","100.0","24 555","100.0","25 148","100.0","25 833","100.0","26 030","100.0","2.7","0.8"
"Résidences principales","-","","23 700","95.5","23 195","91.4","22 275","90.7","21 476","85.4","21 054","81.5","21 051","80.9","-2.0","0.0"
"Logements vacants (1)","-","","429","1.7","932","3.7","1 410","5.7","2 148","8.5","2 264","8.8","2 759","10.6","5.4","21.9"
"Résidences secondaires","-","","684","2.8","1 243","4.9","870","3.5","1 524","6.1","817","3.2","974","3.7","-46.4","19.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 698","6.6","1 246","4.8","","-26.6"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","23 700","100.0","23 195","100.0","22 275","100.0","21 476","100.0","21 054","100.0","21 051","100.0","-2.0","0.0"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","16 981","71.6","16 101","69.4","13 260","59.5","12 264","57.1","12 251","58.2","12 067","57.3","-0.1","-1.5"
". 1915 à 1948","0","","5 850","24.7","5 880","25.4","6 815","30.6","5 580","26.0","4 603","21.9","4 667","22.2","-17.5","1.4"
". 1949 à 1981","0","","869","3.7","1 214","5.2","2 200","9.9","3 632","16.9","3 515","16.7","3 624","17.2","-3.2","3.1"
". 1982 à 1989","-","","-","","-","","-","","-","","685","3.3","605","2.9","","-11.7"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","88","0.4","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 628","12.2","1 698","8.1","923","4.4","-35.4","-45.6"
". sans WC ou sans douche","-","","-","","-","","-","","2 460","11.5","1 538","7.3","1 499","7.1","-37.5","-2.5"
"Total sans confort","-","","-","","-","","-","","5 088","23.7","3 236","15.4","2 422","11.5","-36.4","-25.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 976","13.9","1 924","9.1","934","4.4","-35.3","-51.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","13 412","62.5","15 894","75.5","17 695","84.1","18.5","11.3"
"Total confort","-","","-","","-","","-","","16 388","76.3","17 818","84.6","18 629","88.5","8.7","4.6"
"Avec WC intérieurs","15 541","","15 488","65.4","15 452","66.6","16 815","75.5","17 460","81.3","18 413","87.5","18 968","90.1","5.5","3.0"
"Avec baignoire ou douche","9 430","","11 495","48.5","13 781","59.4","16 330","73.3","17 792","82.8","18 761","89.1","19 789","94.0","5.4","5.5"
