"Quartier 68","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"EPINETTES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","61 008","100.0","64 670","100.0","60 516","100.0","52 285","100.0","45 108","100.0","43 886","100.0","44 352","100.0","-2.7","1.1"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","27 958","45.8","29 968","46.3","27 820","46.0","24 330","46.5","21 068","46.7","20 592","46.9","20 857","47.0","-2.3","1.3"
". Femmes","33 050","54.2","34 702","53.7","32 696","54.0","27 955","53.5","24 040","53.3","23 294","53.1","23 495","53.0","-3.1","0.9"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","19 842","32.6","19 302","29.8","17 907","29.6","15 325","29.3","12 676","28.0","12 518","28.5","12 425","32.5","-1.2","-0.7"
". Actifs femmes","14 886","24.4","15 818","24.5","15 070","24.9","13 285","25.4","10 952","24.2","11 212","25.5","11 807","30.9","2.4","5.3"
". Actifs total","34 728","57.0","35 120","54.3","32 977","54.5","28 610","54.7","23 628","52.2","23 730","54.1","24 232","63.4","0.4","2.1"
". Inactifs hommes","8 106","13.3","10 666","16.5","9 913","16.4","9 005","17.2","8 556","18.9","8 074","18.4","5 360","14.0","-5.6","-33.6"
". Inactifs femmes","18 090","29.7","18 884","29.2","17 626","29.1","14 670","28.1","13 088","28.9","12 082","27.5","8 614","22.5","-7.7","-28.7"
". Inactifs total","26 196","43.0","29 550","45.7","27 539","45.5","23 675","45.3","21 644","47.8","20 156","45.9","13 974","36.6","-6.9","-30.7"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","59 036","96.8","60 977","94.3","55 734","92.1","45 800","87.6","37 632","83.4","35 805","81.6","36 104","81.4","-4.9","0.8"
". Étrangers","1 972","3.2","3 693","5.7","4 782","7.9","6 485","12.4","7 476","16.6","8 081","18.4","8 248","18.6","8.1","2.1"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 378","5.5","3 343","5.2","2 911","4.8","2 200","4.2","1 804","4.0","2 257","5.1","2 188","4.9","25.1","-3.1"
".  5 à 14 ans","6 257","10.3","7 811","12.1","5 949","9.8","4 530","8.7","3 636","8.1","3 792","8.6","3 958","8.9","4.3","4.4"
". 15 à 24 ans","6 652","10.9","8 053","12.5","9 547","15.8","7 700","14.7","6 384","14.2","5 684","13.0","5 158","11.6","-11.0","-9.3"
". 25 à 34 ans","10 659","17.5","10 403","16.1","9 113","15.1","8 930","17.1","8 748","19.4","9 481","21.6","9 893","22.3","8.4","4.3"
". 35 à 64 ans","27 594","45.2","27 016","41.8","23 838","39.4","19 280","36.9","15 968","35.4","15 544","35.4","16 516","37.2","-2.7","6.3"
". 65 à 74 ans","4 511","7.4","5 430","8.4","6 017","9.9","5 695","10.9","4 380","9.7","3 229","7.4","3 157","7.1","-26.3","-2.2"
". 75 ans et plus","1 873","3.1","2 614","4.0","3 141","5.2","3 950","7.6","4 188","9.3","3 899","8.9","3 482","7.9","-6.9","-10.7"
