"17ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","232 395","100.0","228 302","100.0","210 196","100.0","185 410","100.0","168 600","100.0","161 983","100.0","161 138","100.0","-3.9","-0.5"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","100 847","43.4","100 786","44.1","92 641","44.1","82 750","44.6","76 308","45.3","73 631","45.5","74 365","46.1","-3.5","1.0"
". Femmes","131 548","56.6","127 516","55.9","117 555","55.9","102 660","55.4","92 292","54.7","88 352","54.5","86 773","53.9","-4.3","-1.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","68 901","29.8","63 954","28.0","57 944","27.6","50 010","27.0","43 560","25.8","42 589","26.3","43 135","31.0","-2.2","1.3"
". Actifs femmes","57 787","25.0","56 889","24.9","52 102","24.8","46 010","24.8","39 308","23.2","40 576","25.0","42 289","30.4","3.2","4.2"
". Actifs total","126 688","54.8","120 843","52.9","110 046","52.4","96 020","51.8","82 868","49.0","83 165","51.3","85 424","61.3","0.4","2.7"
". Inactifs hommes","31 213","13.5","36 832","16.1","34 697","16.5","32 740","17.7","33 220","19.6","31 042","19.2","20 152","14.5","-6.6","-35.1"
". Inactifs femmes","73 234","31.7","70 627","30.9","65 453","31.1","56 650","30.6","52 984","31.3","47 776","29.5","33 712","24.2","-9.8","-29.4"
". Inactifs total","104 447","45.2","107 459","47.1","100 150","47.6","89 390","48.2","86 204","51.0","78 818","48.7","53 864","38.7","-8.6","-31.7"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","221 197","95.2","212 552","93.1","191 490","91.1","162 390","87.6","143 756","85.3","138 998","85.8","139 027","86.3","-3.3","0.0"
". Étrangers","11 198","4.8","15 750","6.9","18 706","8.9","23 020","12.4","24 844","14.7","22 985","14.2","22 111","13.7","-7.5","-3.8"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","11 864","5.1","9 822","4.3","8 586","4.1","7 525","4.1","6 904","4.1","7 415","4.6","7 609","4.7","7.4","2.6"
".  5 à 14 ans","23 292","10.0","23 724","10.4","18 747","8.9","15 165","8.2","14 444","8.6","14 464","8.9","14 241","8.8","0.1","-1.5"
". 15 à 24 ans","26 193","11.3","30 604","13.4","34 165","16.3","27 280","14.7","23 164","13.7","21 630","13.4","19 180","11.9","-6.6","-11.3"
". 25 à 34 ans","38 370","16.5","33 933","14.9","29 626","14.1","31 720","17.1","30 940","18.4","30 549","18.9","33 184","20.6","-1.3","8.6"
". 35 à 64 ans","103 113","44.4","96 315","42.2","82 257","39.1","66 365","35.8","60 236","35.7","59 172","36.5","60 616","37.6","-1.8","2.4"
". 65 à 74 ans","19 340","8.3","21 698","9.5","23 147","11.0","21 500","11.6","16 064","9.5","12 990","8.0","12 146","7.5","-19.1","-6.5"
". 75 ans et plus","8 963","3.9","12 206","5.3","13 668","6.5","15 855","8.6","16 848","10.0","15 763","9.7","14 162","8.8","-6.4","-10.2"
