"16ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","133 724","100.0","125 805","100.0","122 112","100.0","122 760","100.0","106 971","100.0","0.5","-12.9"
"dont :","habitent à Paris","85 944","64.3","68 550","54.5","59 680","48.9","56 000","45.6","50 921","47.6","-6.2","-9.1"
"","-  dans l'arrondissement du lieu de travail","57 020","42.6","35 185","28.0","27 184","22.3","24 612","20.0","26 471","24.7","-9.5","7.6"
"","-  dans un autre arrondissement","28 924","21.6","33 365","26.5","32 496","26.6","31 388","25.6","24 450","22.9","-3.4","-22.1"
"","habitent en banlieue  (Ile-de-France hors Paris)","45 592","34.1","53 660","42.7","56 720","46.4","60 028","48.9","51 225","47.9","5.8","-14.7"
"","-  en Petite Couronne","32 208","24.1","35 325","28.1","35 752","29.3","37 208","30.3","32 001","29.9","4.1","-14.0"
"","Hauts de Seine","18 536","13.9","20 415","16.2","20 740","17.0","21 048","17.1","18 433","17.2","1.5","-12.4"
"","Seine Saint Denis","6 904","5.2","7 260","5.8","7 276","6.0","8 160","6.6","6 908","6.5","12.1","-15.3"
"","Val de Marne","6 768","5.1","7 650","6.1","7 736","6.3","8 000","6.5","6 660","6.2","3.4","-16.8"
"","-  en Grande Couronne","13 384","10.0","18 335","14.6","20 968","17.2","22 820","18.6","19 224","18.0","8.8","-15.8"
"","habitent en province","2 188","1.6","3 595","2.9","5 712","4.7","6 732","5.5","4 825","4.5","17.9","-28.3"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","99 276","100.0","87 310","100.0","74 936","100.0","72 360","100.0","67 442","100.0","-3.4","-6.8"
"dont :","travaillent à Paris","88 008","88.6","70 865","81.2","58 540","78.1","53 492","73.9","47 933","71.1","-8.6","-10.4"
"","-  dans l'arrondissement du lieu de résidence","57 020","57.4","35 185","40.3","27 184","36.3","24 612","34.0","26 471","39.3","-9.5","7.6"
"","-  dans un autre arrondissement","30 988","31.2","35 680","40.9","31 356","41.8","28 880","39.9","21 462","31.8","-7.9","-25.7"
"","travaillent en banlieue  (Ile-de-France hors Paris)","10 460","10.5","15 395","17.6","15 372","20.5","17 316","23.9","18 280","27.1","12.6","5.6"
"","-  en Petite Couronne","8 976","9.0","13 070","15.0","12 524","16.7","13 424","18.6","14 403","21.4","7.2","7.3"
"","Hauts de Seine","6 848","6.9","10 030","11.5","9 328","12.4","10 068","13.9","11 418","16.9","7.9","13.4"
"","Seine Saint Denis","1 184","1.2","1 610","1.8","1 600","2.1","1 780","2.5","1 651","2.4","11.3","-7.2"
"","Val de Marne","944","1.0","1 430","1.6","1 596","2.1","1 576","2.2","1 334","2.0","-1.3","-15.4"
"","-  en Grande Couronne","1 484","1.5","2 325","2.7","2 848","3.8","3 892","5.4","3 877","5.7","36.7","-0.4"
"","travaillent en province ou hors France métropolitaine","808","0.8","1 050","1.2","1 024","1.4","1 552","2.1","1 229","1.8","51.6","-20.8"
