"8ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","80 554","100.0","74 955","100.0","67 454","100.0","53 595","100.0","45 800","100.0","40 816","100.0","39 303","100.0","-10.9","-3.7"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","33 442","41.5","31 741","42.3","29 262","43.4","24 025","44.8","21 052","46.0","18 897","46.3","18 755","47.7","-10.2","-0.8"
". Femmes","47 112","58.5","43 214","57.7","38 192","56.6","29 570","55.2","24 748","54.0","21 919","53.7","20 548","52.3","-11.4","-6.3"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","21 775","27.4","19 509","26.0","17 928","26.6","14 655","27.3","12 332","26.8","10 717","26.3","10 730","31.6","-13.1","0.1"
". Actifs femmes","22 270","28.1","20 448","27.3","17 807","26.4","13 425","25.0","10 496","22.8","9 835","24.1","9 615","28.3","-6.3","-2.2"
". Actifs total","44 045","55.5","39 957","53.3","35 735","53.0","28 080","52.4","22 828","49.6","20 552","50.4","20 345","59.9","-10.0","-1.0"
". Inactifs hommes","10 744","13.5","12 232","16.3","11 334","16.8","9 370","17.5","8 900","19.4","8 180","20.0","5 285","15.6","-8.1","-35.4"
". Inactifs femmes","24 574","31.0","22 766","30.4","20 385","30.2","16 145","30.1","14 252","31.0","12 084","29.6","8 340","24.6","-15.2","-31.0"
". Inactifs total","35 318","44.5","34 998","46.7","31 719","47.0","25 515","47.6","23 152","50.4","20 264","49.6","13 625","40.1","-12.5","-32.8"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","74 882","93.0","67 878","90.6","58 869","87.3","44 440","82.9","36 812","80.4","33 413","81.9","32 997","84.0","-9.2","-1.2"
". Étrangers","5 672","7.0","7 077","9.4","8 585","12.7","9 155","17.1","8 988","19.6","7 403","18.1","6 306","16.0","-17.6","-14.8"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 936","4.9","2 833","3.8","2 335","3.5","2 085","3.9","1 624","3.5","1 640","4.0","1 602","4.1","1.0","-2.3"
".  5 à 14 ans","7 654","9.5","7 634","10.2","5 773","8.6","4 705","8.8","3 888","8.5","3 864","9.5","3 731","9.5","-0.6","-3.4"
". 15 à 24 ans","9 689","12.0","11 422","15.2","12 527","18.6","8 565","16.0","6 912","15.1","6 055","14.8","5 545","14.1","-12.4","-8.4"
". 25 à 34 ans","13 345","16.6","10 939","14.6","9 433","14.0","8 460","15.8","7 156","15.6","6 121","15.0","6 738","17.1","-14.5","10.1"
". 35 à 64 ans","34 173","42.4","30 824","41.1","25 863","38.3","19 655","36.7","17 740","38.7","15 889","38.9","15 351","39.1","-10.4","-3.4"
". 65 à 74 ans","7 153","8.9","7 069","9.4","7 129","10.6","5 950","11.1","4 028","8.8","3 439","8.4","2 932","7.5","-14.6","-14.7"
". 75 ans et plus","3 413","4.2","4 234","5.6","4 394","6.5","4 175","7.8","4 452","9.7","3 808","9.3","3 404","8.7","-14.5","-10.6"
