"Quartier 32","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"EUROPE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","12 261","100.0","11 911","100.0","10 235","100.0","9 564","100.0","8 941","100.0","8 780","100.0","-6.5","-1.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","4 390","35.8","4 618","38.8","4 275","41.8","4 292","44.9","3 971","44.4","3 954","45.0","-7.5","-0.4"
". 2 personnes","","-","","3 281","26.8","3 148","26.4","2 520","24.6","2 556","26.7","2 415","27.0","2 321","26.4","-5.5","-3.9"
". 3 personnes","","-","","1 946","15.9","1 789","15.0","1 680","16.4","1 252","13.1","1 116","12.5","1 069","12.2","-10.9","-4.2"
". 4 personnes","","-","","1 189","9.7","1 111","9.3","980","9.6","940","9.8","894","10.0","868","9.9","-4.9","-2.9"
". 5 personnes et plus","","-","","1 455","11.9","1 245","10.5","780","7.6","524","5.5","545","6.1","568","6.5","4.0","4.2"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","9 352","78.5","8 110","79.2","7 768","81.2","7 123","79.7","6 900","78.6","-8.3","-3.1"
". 1 enfant","","-","","-","","1 433","12.0","1 120","10.9","912","9.5","904","10.1","934","10.6","-0.9","3.3"
". 2 enfants","","-","","-","","741","6.2","740","7.2","672","7.0","611","6.8","627","7.1","-9.1","2.6"
". 3 enfants ou plus","","-","","-","","385","3.2","265","2.6","212","2.2","303","3.4","319","3.6","42.9","5.3"
"POPULATION DES MÉNAGES","","31 818","","30 295","","27 684","","22 530","","19 804","","18 661","","18 362","","-5.8","-1.6"
