"Quartier 31","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"MADELEINE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","6 366","100.0","5 985","100.0","5 588","100.0","4 710","100.0","4 200","100.0","3 749","100.0","4 037","100.0","-10.7","7.7"
"Résidences principales","-","","5 715","95.5","5 257","94.1","4 325","91.8","3 700","88.1","3 111","83.0","3 168","78.5","-15.9","1.8"
"Logements vacants (1)","-","","100","1.7","125","2.2","180","3.8","288","6.9","279","7.4","347","8.6","-3.1","24.4"
"Résidences secondaires","-","","170","2.8","206","3.7","205","4.4","212","5.0","112","3.0","240","5.9","-47.2","114.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","247","6.6","282","7.0","","14.2"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","5 715","100.0","5 257","100.0","4 325","100.0","3 700","100.0","3 111","100.0","3 168","100.0","-15.9","1.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","5 261","92.1","4 844","92.1","3 880","89.7","3 224","87.1","2 744","88.2","2 645","83.5","-14.9","-3.6"
". 1915 à 1948","0","","421","7.4","377","7.2","320","7.4","308","8.3","255","8.2","298","9.4","-17.2","16.9"
". 1949 à 1981","0","","33","0.6","36","0.7","125","2.9","168","4.5","102","3.3","86","2.7","-39.3","-15.7"
". 1982 à 1989","-","","-","","-","","-","","-","","10","0.3","9","0.3","","-10.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","130","4.1","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","720","19.5","335","10.8","154","4.9","-53.5","-54.0"
". sans WC ou sans douche","-","","-","","-","","-","","584","15.8","382","12.3","278","8.8","-34.6","-27.2"
"Total sans confort","-","","-","","-","","-","","1 304","35.2","717","23.0","432","13.6","-45.0","-39.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","596","16.1","470","15.1","214","6.8","-21.1","-54.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","1 800","48.6","1 924","61.8","2 522","79.6","6.9","31.1"
"Total confort","-","","-","","-","","-","","2 396","64.8","2 394","77.0","2 736","86.4","-0.1","14.3"
"Avec WC intérieurs","3 451","","3 082","53.9","2 862","54.4","2 865","66.2","2 548","68.9","2 467","79.3","2 767","87.3","-3.2","12.2"
"Avec baignoire ou douche","2 118","","2 469","43.2","2 627","50.0","2 995","69.2","2 828","76.4","2 703","86.9","2 983","94.2","-4.4","10.4"
