"Quartier 58","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"NECKER","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","58 418","100.0","56 173","100.0","52 319","100.0","47 455","100.0","47 948","100.0","47 940","100.0","46 932","100.0","0.0","-2.1"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","26 100","44.7","25 205","44.9","23 508","44.9","21 120","44.5","21 396","44.6","21 446","44.7","21 167","45.1","0.2","-1.3"
". Femmes","32 318","55.3","30 968","55.1","28 811","55.1","26 335","55.5","26 552","55.4","26 494","55.3","25 765","54.9","-0.2","-2.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","17 769","30.7","16 259","28.9","14 738","28.2","12 785","26.9","12 560","26.1","12 601","26.3","12 258","29.6","0.3","-2.7"
". Actifs femmes","14 242","24.6","14 265","25.4","13 158","25.1","11 740","24.7","11 968","24.9","12 755","26.6","12 535","30.2","6.6","-1.7"
". Actifs total","32 011","55.2","30 524","54.3","27 896","53.3","24 525","51.7","24 528","51.0","25 356","52.9","24 793","59.8","3.4","-2.2"
". Inactifs hommes","8 009","13.8","8 946","15.9","8 770","16.8","8 335","17.6","8 964","18.6","8 845","18.5","6 184","14.9","-1.3","-30.1"
". Inactifs femmes","17 924","30.9","16 703","29.7","15 653","29.9","14 595","30.8","14 584","30.3","13 739","28.7","10 503","25.3","-5.8","-23.6"
". Inactifs total","25 933","44.8","25 649","45.7","24 423","46.7","22 930","48.3","23 548","49.0","22 584","47.1","16 687","40.2","-4.1","-26.1"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","56 559","96.8","52 595","93.6","47 720","91.2","41 945","88.4","42 000","87.6","42 185","88.0","41 396","88.2","0.4","-1.9"
". Étrangers","1 859","3.2","3 578","6.4","4 599","8.8","5 510","11.6","5 948","12.4","5 755","12.0","5 500","11.7","-3.2","-4.4"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 103","5.3","2 466","4.4","2 243","4.3","2 105","4.4","2 164","4.5","1 898","4.0","1 797","3.8","-12.3","-5.3"
".  5 à 14 ans","6 007","10.3","5 416","9.6","4 250","8.1","3 910","8.2","4 408","9.2","4 100","8.6","3 655","7.8","-7.0","-10.9"
". 15 à 24 ans","6 902","11.8","7 652","13.6","8 632","16.5","6 735","14.2","6 696","14.0","6 662","13.9","6 291","13.4","-0.5","-5.6"
". 25 à 34 ans","9 741","16.7","8 852","15.8","8 191","15.7","8 825","18.6","9 760","20.4","9 350","19.5","9 682","20.6","-4.2","3.6"
". 35 à 64 ans","25 341","43.4","23 687","42.2","20 342","38.9","17 045","35.9","17 180","35.8","18 108","37.8","17 744","37.8","5.4","-2.0"
". 65 à 74 ans","4 689","8.0","5 128","9.1","5 363","10.3","5 165","10.9","3 968","8.3","3 608","7.5","3 739","8.0","-9.1","3.6"
". 75 ans et plus","2 161","3.7","2 972","5.3","3 298","6.3","3 670","7.7","3 772","7.9","4 214","8.8","4 024","8.6","11.7","-4.5"
