"Quartier 58","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"NECKER","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","24 698","100.0","25 963","100.0","25 633","100.0","25 495","100.0","28 032","100.0","28 905","100.0","29 164","100.0","3.1","0.9"
"Résidences principales","-","","24 803","95.5","24 179","94.3","23 405","91.8","23 972","85.5","24 824","85.9","24 883","85.3","3.6","0.2"
"Logements vacants (1)","-","","566","2.2","775","3.0","1 195","4.7","2 960","10.6","1 951","6.7","2 250","7.7","-34.1","15.3"
"Résidences secondaires","-","","594","2.3","679","2.6","895","3.5","1 100","3.9","674","2.3","804","2.8","-38.7","19.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 456","5.0","1 227","4.2","","-15.7"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","24 803","100.0","24 179","100.0","23 405","100.0","23 972","100.0","24 824","100.0","24 883","100.0","3.6","0.2"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","18 234","73.5","16 886","69.8","12 420","53.1","10 360","43.2","11 084","44.7","10 536","42.3","7.0","-4.9"
". 1915 à 1948","0","","4 996","20.1","4 853","20.1","5 230","22.3","5 544","23.1","4 100","16.5","3 905","15.7","-26.0","-4.8"
". 1949 à 1981","0","","1 573","6.3","2 440","10.1","5 755","24.6","8 068","33.7","8 783","35.4","9 007","36.2","8.9","2.6"
". 1982 à 1989","-","","-","","-","","-","","-","","857","3.5","746","3.0","","-13.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","689","2.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 348","9.8","1 362","5.5","631","2.5","-42.0","-53.7"
". sans WC ou sans douche","-","","-","","-","","-","","2 736","11.4","1 841","7.4","1 331","5.3","-32.7","-27.7"
"Total sans confort","-","","-","","-","","-","","5 084","21.2","3 203","12.9","1 962","7.9","-37.0","-38.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 832","16.0","2 874","11.6","1 308","5.3","-25.0","-54.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","15 056","62.8","18 747","75.5","21 613","86.9","24.5","15.3"
"Total confort","-","","-","","-","","-","","18 888","78.8","21 621","87.1","22 921","92.1","14.5","6.0"
"Avec WC intérieurs","13 302","","13 611","54.9","14 306","59.2","17 965","76.8","20 344","84.9","22 517","90.7","23 301","93.6","10.7","3.5"
"Avec baignoire ou douche","5 252","","8 448","34.1","11 235","46.5","16 485","70.4","20 172","84.1","22 566","90.9","23 872","95.9","11.9","5.8"
