"9ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","165 848","100.0","169 775","100.0","154 052","100.0","143 096","100.0","111 939","100.0","-7.1","-21.8"
"dont :","habitent à Paris","76 644","46.2","65 925","38.8","53 884","35.0","48 016","33.6","37 528","33.5","-10.9","-21.8"
"","-  dans l'arrondissement du lieu de travail","25 160","15.2","14 140","8.3","11 500","7.5","8 944","6.3","10 325","9.2","-22.2","15.4"
"","-  dans un autre arrondissement","51 484","31.0","51 785","30.5","42 384","27.5","39 072","27.3","27 203","24.3","-7.8","-30.4"
"","habitent en banlieue  (Ile-de-France hors Paris)","85 632","51.6","98 845","58.2","92 328","59.9","86 264","60.3","67 073","59.9","-6.6","-22.2"
"","-  en Petite Couronne","55 024","33.2","56 855","33.5","50 984","33.1","44 592","31.2","34 710","31.0","-12.5","-22.2"
"","Hauts de Seine","20 872","12.6","19 625","11.6","16 764","10.9","14 896","10.4","13 108","11.7","-11.1","-12.0"
"","Seine Saint Denis","20 608","12.4","21 915","12.9","20 404","13.2","17 512","12.2","11 955","10.7","-14.2","-31.7"
"","Val de Marne","13 544","8.2","15 315","9.0","13 816","9.0","12 184","8.5","9 647","8.6","-11.8","-20.8"
"","-  en Grande Couronne","30 608","18.5","41 990","24.7","41 344","26.8","41 672","29.1","32 363","28.9","0.8","-22.3"
"","habitent en province","3 572","2.2","5 005","2.9","7 840","5.1","8 816","6.2","7 338","6.6","12.4","-16.8"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","43 912","100.0","35 330","100.0","31 636","100.0","27 950","100.0","27 815","100.0","-11.7","-0.5"
"dont :","travaillent à Paris","39 644","90.3","29 535","83.6","25 584","80.9","21 380","76.5","20 611","74.1","-16.4","-3.6"
"","-  dans l'arrondissement du lieu de résidence","25 160","57.3","14 140","40.0","11 500","36.4","8 944","32.0","10 325","37.1","-22.2","15.4"
"","-  dans un autre arrondissement","14 484","33.0","15 395","43.6","14 084","44.5","12 436","44.5","10 286","37.0","-11.7","-17.3"
"","travaillent en banlieue  (Ile-de-France hors Paris)","4 060","9.2","5 540","15.7","5 616","17.8","6 096","21.8","6 715","24.1","8.5","10.2"
"","-  en Petite Couronne","3 552","8.1","4 600","13.0","4 364","13.8","4 668","16.7","5 309","19.1","7.0","13.7"
"","Hauts de Seine","2 096","4.8","2 680","7.6","2 536","8.0","2 820","10.1","3 635","13.1","11.2","28.9"
"","Seine Saint Denis","968","2.2","1 310","3.7","1 200","3.8","1 212","4.3","1 037","3.7","1.0","-14.4"
"","Val de Marne","488","1.1","610","1.7","628","2.0","636","2.3","637","2.3","1.3","0.2"
"","-  en Grande Couronne","508","1.2","940","2.7","1 252","4.0","1 428","5.1","1 406","5.1","14.1","-1.5"
"","travaillent en province ou hors France métropolitaine","208","0.5","255","0.7","436","1.4","474","1.7","489","1.8","8.7","3.2"
