"10ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","57 870","100.0","56 937","100.0","54 711","100.0","51 480","100.0","52 480","100.0","54 905","100.0","56 856","100.0","4.6","3.6"
"Résidences principales","56 807","98.2","55 371","97.2","52 019","95.1","46 365","90.1","45 000","85.7","45 740","83.3","46 711","82.2","1.6","2.1"
"Logements vacants (1)","262","0.5","693","1.2","1 569","2.9","4 080","7.9","5 484","10.4","5 646","10.3","7 418","13.0","3.0","31.4"
"Résidences secondaires","747","1.3","873","1.5","1 123","2.1","1 035","2.0","1 996","3.8","587","1.1","1 046","1.8","-70.6","78.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","2 932","5.3","1 681","3.0","","-42.7"
"Autres","54","0.1","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","56 807","100.0","55 371","100.0","52 019","100.0","46 365","100.0","45 000","100.0","45 740","100.0","46 711","100.0","1.6","2.1"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","50 721","89.4","50 302","90.8","46 406","89.2","38 725","83.5","33 328","74.1","34 357","75.1","32 948","70.5","3.1","-4.1"
". 1915 à 1948","2 440","4.3","4 563","8.2","4 260","8.2","4 795","10.3","5 380","12.0","3 596","7.9","4 506","9.6","-33.2","25.3"
". 1949 à 1981","129","0.2","506","0.9","1 353","2.6","2 845","6.1","6 292","14.0","5 738","12.5","5 950","12.7","-8.8","3.7"
". 1982 à 1989","-","","-","","-","","-","","-","","2 049","4.5","1 969","4.2","","-3.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 338","2.9","",""
". Non déterminée","3 415","6.0","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","9 492","21.1","5 866","12.8","2 813","6.0","-38.2","-52.0"
". sans WC ou sans douche","-","","-","","-","","-","","8 296","18.4","5 077","11.1","3 931","8.4","-38.8","-22.6"
"Total sans confort","-","","-","","-","","-","","17 788","39.5","10 943","23.9","6 744","14.4","-38.5","-38.4"
". WC et douche, sans chauffage central","-","","-","","-","","-","","10 772","23.9","9 565","20.9","4 634","9.9","-11.2","-51.6"
". WC et douche, avec chauffage central","-","","-","","-","","-","","16 440","36.5","25 232","55.2","35 333","75.6","53.5","40.0"
"Total confort","-","","-","","-","","-","","27 212","60.5","34 797","76.1","39 967","85.6","27.9","14.9"
"Avec WC intérieurs","21 908","38.6","22 868","41.3","23 453","45.1","27 340","59.0","31 392","69.8","37 069","81.0","41 178","88.2","18.1","11.1"
"Avec baignoire ou douche","6 583","11.6","11 078","20.0","16 229","31.2","24 135","52.1","31 352","69.7","37 602","82.2","42 687","91.4","19.9","13.5"
