"Quartier 40","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"HOPITAL SAINT LOUIS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","15 778","100.0","15 363","100.0","15 611","100.0","15 110","100.0","16 352","100.0","17 546","100.0","18 291","100.0","7.3","4.2"
"Résidences principales","-","","15 063","98.0","14 820","94.9","13 435","88.9","13 972","85.4","15 001","85.5","15 436","84.4","7.4","2.9"
"Logements vacants (1)","-","","134","0.9","477","3.1","1 400","9.3","1 940","11.9","1 664","9.5","2 171","11.9","-14.2","30.5"
"Résidences secondaires","-","","166","1.1","314","2.0","275","1.8","440","2.7","131","0.7","308","1.7","-70.2","135.1"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","750","4.3","376","2.1","","-49.9"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","15 063","100.0","14 820","100.0","13 435","100.0","13 972","100.0","15 001","100.0","15 436","100.0","7.4","2.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","12 623","83.8","12 460","84.1","9 730","72.4","7 784","55.7","8 396","56.0","7 396","47.9","7.9","-11.9"
". 1915 à 1948","0","","2 025","13.4","1 598","10.8","2 250","16.7","2 180","15.6","1 667","11.1","2 171","14.1","-23.5","30.2"
". 1949 à 1981","0","","415","2.8","762","5.1","1 455","10.8","4 008","28.7","3 449","23.0","3 524","22.8","-13.9","2.2"
". 1982 à 1989","-","","-","","-","","-","","-","","1 489","9.9","1 471","9.5","","-1.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","874","5.7","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 432","24.6","2 039","13.6","1 008","6.5","-40.6","-50.6"
". sans WC ou sans douche","-","","-","","-","","-","","2 348","16.8","1 474","9.8","1 074","7.0","-37.2","-27.1"
"Total sans confort","-","","-","","-","","-","","5 780","41.4","3 513","23.4","2 082","13.5","-39.2","-40.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 940","21.0","2 785","18.6","1 358","8.8","-5.3","-51.2"
". WC et douche, avec chauffage central","-","","-","","-","","-","","5 252","37.6","8 703","58.0","11 996","77.7","65.7","37.8"
"Total confort","-","","-","","-","","-","","8 192","58.6","11 488","76.6","13 354","86.5","40.2","16.2"
"Avec WC intérieurs","4 678","","4 788","31.8","5 330","36.0","6 960","51.8","9 368","67.0","12 141","80.9","13 703","88.8","29.6","12.9"
"Avec baignoire ou douche","1 004","","2 091","13.9","3 674","24.8","6 165","45.9","9 368","67.0","12 309","82.1","14 079","91.2","31.4","14.4"
