"10ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","129 244","100.0","124 569","100.0","113 734","100.0","93 325","100.0","86 940","100.0","90 103","100.0","89 685","100.0","3.6","-0.5"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","58 108","45.0","57 476","46.1","52 862","46.5","44 310","47.5","43 072","49.5","44 314","49.2","45 085","50.3","2.9","1.7"
". Femmes","71 136","55.0","67 093","53.9","60 872","53.5","49 015","52.5","43 868","50.5","45 789","50.8","44 600","49.7","4.4","-2.6"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","41 253","32.2","37 783","30.3","33 553","29.5","27 810","29.8","26 312","30.2","27 353","30.4","27 565","35.9","4.0","0.8"
". Actifs femmes","33 212","25.9","31 548","25.3","28 189","24.8","22 595","24.2","19 800","22.7","22 382","24.8","23 339","30.4","13.0","4.3"
". Actifs total","74 465","58.2","69 331","55.7","61 742","54.3","50 405","54.0","46 112","52.9","49 735","55.2","50 904","66.4","7.9","2.4"
". Inactifs hommes","16 296","12.7","19 693","15.8","19 309","17.0","16 500","17.7","16 968","19.5","16 961","18.8","10 844","14.1","0.0","-36.1"
". Inactifs femmes","37 232","29.1","35 545","28.5","32 683","28.7","26 420","28.3","24 068","27.6","23 407","26.0","14 967","19.5","-2.7","-36.1"
". Inactifs total","53 528","41.8","55 238","44.3","51 992","45.7","42 920","46.0","41 036","47.1","40 368","44.8","25 811","33.6","-1.6","-36.1"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","122 725","95.0","114 696","92.1","101 670","89.4","78 360","84.0","67 724","77.9","70 242","78.0","70 645","78.8","3.7","0.6"
". Étrangers","6 519","5.0","9 873","7.9","12 064","10.6","14 965","16.0","19 216","22.1","19 861","22.0","19 040","21.2","3.4","-4.1"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","7 111","5.5","5 742","4.6","5 534","4.9","4 235","4.5","4 020","4.6","5 001","5.6","4 600","5.1","24.4","-8.0"
".  5 à 14 ans","12 702","9.8","12 398","10.0","9 940","8.7","7 870","8.4","7 632","8.8","8 352","9.3","8 370","9.3","9.4","0.2"
". 15 à 24 ans","14 157","11.0","16 203","13.0","17 963","15.8","12 905","13.8","12 052","13.9","11 880","13.2","11 103","12.4","-1.4","-6.5"
". 25 à 34 ans","21 881","16.9","19 513","15.7","17 359","15.3","16 835","18.0","17 908","20.6","19 802","22.0","20 627","23.0","10.6","4.2"
". 35 à 64 ans","57 849","44.8","53 429","42.9","44 752","39.3","34 040","36.5","30 696","35.3","32 896","36.5","34 550","38.5","7.2","5.0"
". 65 à 74 ans","10 157","7.9","11 338","9.1","11 602","10.2","10 305","11.0","7 760","8.9","5 679","6.3","5 130","5.7","-26.8","-9.7"
". 75 ans et plus","4 136","3.2","5 946","4.8","6 584","5.8","7 135","7.6","6 872","7.9","6 493","7.2","5 305","5.9","-5.5","-18.3"
