"Quartier 12","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"SAINT AVOYE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","14 388","100.0","13 820","100.0","11 897","100.0","8 590","100.0","7 332","100.0","7 717","100.0","7 501","100.0","5.3","-2.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","6 744","46.9","6 694","48.4","5 843","49.1","4 090","47.6","3 484","47.5","3 744","48.5","3 797","50.6","7.5","1.4"
". Femmes","7 644","53.1","7 126","51.6","6 054","50.9","4 500","52.4","3 848","52.5","3 973","51.5","3 704","49.4","3.2","-6.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","4 791","33.3","4 421","32.0","3 880","32.6","2 460","28.6","2 144","29.2","2 384","30.9","2 503","37.3","11.2","5.0"
". Actifs femmes","3 844","26.7","3 499","25.3","2 824","23.7","2 070","24.1","1 844","25.1","2 082","27.0","2 100","31.3","12.9","0.9"
". Actifs total","8 635","60.0","7 920","57.3","6 704","56.4","4 530","52.7","3 988","54.2","4 466","57.9","4 603","68.6","12.0","3.1"
". Inactifs hommes","1 952","13.6","2 273","16.4","1 963","16.5","1 630","19.0","1 360","18.5","1 360","17.6","879","13.1","0.0","-35.4"
". Inactifs femmes","3 797","26.4","3 627","26.2","3 230","27.1","2 430","28.3","2 004","27.3","1 891","24.5","1 231","18.3","-5.6","-34.9"
". Inactifs total","5 749","40.0","5 900","42.7","5 193","43.6","4 060","47.3","3 364","45.8","3 251","42.1","2 110","31.4","-3.4","-35.1"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","13 374","93.0","11 943","86.4","9 810","82.5","6 650","77.4","5 804","79.2","6 207","80.4","6 029","80.4","6.9","-2.9"
". Étrangers","1 014","7.0","1 877","13.6","2 087","17.5","1 940","22.6","1 528","20.8","1 510","19.6","1 472","19.6","-1.2","-2.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","853","5.9","700","5.1","613","5.2","390","4.5","276","3.8","300","3.9","273","3.6","8.7","-9.0"
".  5 à 14 ans","1 422","9.9","1 514","11.0","1 127","9.5","705","8.2","588","8.0","550","7.1","515","6.9","-6.5","-6.4"
". 15 à 24 ans","1 640","11.4","1 728","12.5","1 723","14.5","1 220","14.2","1 088","14.8","1 094","14.2","912","12.2","0.6","-16.6"
". 25 à 34 ans","2 523","17.5","2 365","17.1","1 881","15.8","1 575","18.3","1 552","21.2","1 869","24.2","2 024","27.0","20.4","8.3"
". 35 à 64 ans","6 503","45.2","5 823","42.1","4 765","40.1","2 995","34.9","2 632","35.9","2 841","36.8","2 905","38.7","7.9","2.3"
". 65 à 74 ans","1 037","7.2","1 182","8.6","1 181","9.9","1 095","12.7","588","8.0","505","6.5","441","5.9","-14.1","-12.7"
". 75 ans et plus","406","2.8","508","3.7","607","5.1","610","7.1","608","8.3","558","7.2","431","5.7","-8.2","-22.8"
