"3ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","50 468","100.0","46 940","100.0","41 020","100.0","40 300","100.0","29 723","100.0","-1.8","-26.2"
"dont :","habitent à Paris","31 296","62.0","24 210","51.6","19 332","47.1","17 636","43.8","14 550","49.0","-8.8","-17.5"
"","-  dans l'arrondissement du lieu de travail","15 692","31.1","7 005","14.9","5 292","12.9","4 684","11.6","5 668","19.1","-11.5","21.0"
"","-  dans un autre arrondissement","15 604","30.9","17 205","36.7","14 040","34.2","12 952","32.1","8 882","29.9","-7.7","-31.4"
"","habitent en banlieue  (Ile-de-France hors Paris)","18 592","36.8","21 720","46.3","20 048","48.9","20 680","51.3","13 920","46.8","3.2","-32.7"
"","-  en Petite Couronne","13 668","27.1","14 880","31.7","13 196","32.2","12 748","31.6","8 548","28.8","-3.4","-32.9"
"","Hauts de Seine","3 176","6.3","3 305","7.0","2 976","7.3","3 012","7.5","2 166","7.3","1.2","-28.1"
"","Seine Saint Denis","5 816","11.5","6 045","12.9","5 312","12.9","5 416","13.4","3 232","10.9","2.0","-40.3"
"","Val de Marne","4 676","9.3","5 530","11.8","4 908","12.0","4 320","10.7","3 150","10.6","-12.0","-27.1"
"","-  en Grande Couronne","4 924","9.8","6 840","14.6","6 852","16.7","7 932","19.7","5 372","18.1","15.8","-32.3"
"","habitent en province","580","1.1","1 010","2.2","1 640","4.0","1 984","4.9","1 253","4.2","21.0","-36.8"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","30 708","100.0","21 755","100.0","17 296","100.0","17 461","100.0","17 752","100.0","1.0","1.7"
"dont :","travaillent à Paris","27 648","90.0","17 900","82.3","13 856","80.1","13 336","76.4","12 968","73.1","-3.8","-2.8"
"","-  dans l'arrondissement du lieu de résidence","15 692","51.1","7 005","32.2","5 292","30.6","4 684","26.8","5 668","31.9","-11.5","21.0"
"","-  dans un autre arrondissement","11 956","38.9","10 895","50.1","8 564","49.5","8 652","49.6","7 300","41.1","1.0","-15.6"
"","travaillent en banlieue  (Ile-de-France hors Paris)","2 972","9.7","3 770","17.3","3 204","18.5","3 869","22.2","4 484","25.3","20.8","15.9"
"","-  en Petite Couronne","2 564","8.3","3 160","14.5","2 608","15.1","3 132","17.9","3 548","20.0","20.1","13.3"
"","Hauts de Seine","1 296","4.2","1 550","7.1","1 264","7.3","1 652","9.5","2 076","11.7","30.7","25.7"
"","Seine Saint Denis","736","2.4","830","3.8","776","4.5","812","4.7","876","4.9","4.6","7.9"
"","Val de Marne","532","1.7","780","3.6","568","3.3","668","3.8","596","3.4","17.6","-10.8"
"","-  en Grande Couronne","408","1.3","610","2.8","596","3.4","737","4.2","936","5.3","23.7","27.0"
"","travaillent en province ou hors France métropolitaine","88","0.3","85","0.4","236","1.4","256","1.5","300","1.7","8.5","17.2"
