"19ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","64 508","100.0","67 419","100.0","66 081","100.0","71 720","100.0","83 232","100.0","83 547","100.0","89 401","100.0","0.4","7.0"
"Résidences principales","63 565","98.5","65 762","97.5","62 062","93.9","64 795","90.3","73 168","87.9","74 820","89.6","79 022","88.4","2.3","5.6"
"Logements vacants (1)","239","0.4","791","1.2","2 566","3.9","5 815","8.1","7 400","8.9","5 889","7.0","8 459","9.5","-20.4","43.6"
"Résidences secondaires","500","0.8","866","1.3","1 453","2.2","1 110","1.5","2 664","3.2","732","0.9","795","0.9","-72.5","8.6"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","2 106","2.5","1 125","1.3","","-46.6"
"Autres","204","0.3","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","63 565","100.0","65 762","100.0","62 062","100.0","64 795","100.0","73 168","100.0","74 820","100.0","79 022","100.0","2.3","5.6"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","45 632","71.4","44 237","67.3","36 167","58.3","24 965","38.5","19 900","27.2","18 409","24.6","16 091","20.4","-7.5","-12.6"
". 1915 à 1948","13 616","21.3","16 847","25.6","16 332","26.3","17 640","27.2","17 208","23.5","15 966","21.3","15 474","19.6","-7.2","-3.1"
". 1949 à 1981","144","0.2","4 678","7.1","9 563","15.4","22 190","34.2","36 060","49.3","36 325","48.5","35 900","45.4","0.7","-1.2"
". 1982 à 1989","-","","-","","-","","-","","-","","4 120","5.5","3 700","4.7","","-10.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","7 857","9.9","",""
". Non déterminée","4 506","7.1","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","9 120","12.5","4 668","6.2","1 958","2.5","-48.8","-58.1"
". sans WC ou sans douche","-","","-","","-","","-","","9 760","13.3","5 543","7.4","3 406","4.3","-43.2","-38.6"
"Total sans confort","-","","-","","-","","-","","18 880","25.8","10 211","13.6","5 364","6.8","-45.9","-47.5"
". WC et douche, sans chauffage central","-","","-","","-","","-","","8 596","11.7","6 859","9.2","3 062","3.9","-20.2","-55.4"
". WC et douche, avec chauffage central","-","","-","","-","","-","","45 692","62.4","57 750","77.2","70 596","89.3","26.4","22.2"
"Total confort","-","","-","","-","","-","","54 288","74.2","64 609","86.4","73 658","93.2","19.0","14.0"
"Avec WC intérieurs","25 806","40.6","32 160","48.9","34 118","55.0","47 155","72.8","60 372","82.5","67 818","90.6","74 825","94.7","12.3","10.3"
"Avec baignoire ou douche","7 711","12.1","16 365","24.9","23 765","38.3","41 240","63.6","58 004","79.3","66 943","89.5","75 897","96.0","15.4","13.4"
