"Quartier 73","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"VILLETTE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","18 908","100.0","19 675","100.0","19 247","100.0","22 490","100.0","26 064","100.0","24 776","100.0","26 810","100.0","-4.9","8.2"
"Résidences principales","-","","19 281","98.0","18 137","94.2","20 130","89.5","23 188","89.0","22 360","90.2","23 680","88.3","-3.6","5.9"
"Logements vacants (1)","-","","166","0.8","732","3.8","2 040","9.1","2 120","8.1","1 612","6.5","2 565","9.6","-24.0","59.1"
"Résidences secondaires","-","","228","1.2","378","2.0","320","1.4","756","2.9","173","0.7","215","0.8","-77.1","24.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","631","2.5","350","1.3","","-44.5"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","19 281","100.0","18 137","100.0","20 130","100.0","23 188","100.0","22 360","100.0","23 680","100.0","-3.6","5.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","15 895","82.4","12 762","70.4","8 980","44.6","7 716","33.3","6 769","30.3","5 026","21.2","-12.3","-25.7"
". 1915 à 1948","0","","2 163","11.2","2 258","12.4","3 630","18.0","3 556","15.3","2 941","13.2","3 178","13.4","-17.3","8.1"
". 1949 à 1981","0","","1 223","6.3","3 117","17.2","7 520","37.4","11 916","51.4","11 758","52.6","11 608","49.0","-1.3","-1.3"
". 1982 à 1989","-","","-","","-","","-","","-","","892","4.0","795","3.4","","-10.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","3 073","13.0","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","4 124","17.8","2 091","9.4","906","3.8","-49.3","-56.7"
". sans WC ou sans douche","-","","-","","-","","-","","3 080","13.3","1 542","6.9","1 087","4.6","-49.9","-29.5"
"Total sans confort","-","","-","","-","","-","","7 204","31.1","3 633","16.2","1 993","8.4","-49.6","-45.1"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 548","11.0","2 084","9.3","1 025","4.3","-18.2","-50.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","13 436","57.9","16 643","74.4","20 662","87.3","23.9","24.1"
"Total confort","-","","-","","-","","-","","15 984","68.9","18 727","83.8","21 687","91.6","17.2","15.8"
"Avec WC intérieurs","6 031","","7 298","37.9","8 143","44.9","13 040","64.8","17 728","76.5","19 414","86.8","22 038","93.1","9.5","13.5"
"Avec baignoire ou douche","1 159","","3 130","16.2","5 802","32.0","11 815","58.7","17 336","74.8","19 582","87.6","22 423","94.7","13.0","14.5"
