"Quartier 76","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"COMBAT","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","45 313","100.0","46 526","100.0","41 088","100.0","36 260","100.0","37 804","100.0","39 506","100.0","38 988","100.0","4.5","-1.3"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","20 895","46.1","21 904","47.1","19 517","47.5","16 920","46.7","17 392","46.0","18 591","47.1","18 334","47.0","6.9","-1.4"
". Femmes","24 418","53.9","24 622","52.9","21 571","52.5","19 340","53.3","20 412","54.0","20 915","52.9","20 654","53.0","2.5","-1.2"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","14 659","32.5","14 174","30.5","12 427","30.2","10 270","28.3","10 132","26.7","10 667","27.0","10 174","31.2","5.3","-4.6"
". Actifs femmes","10 936","24.2","11 198","24.1","9 447","23.0","8 645","23.8","9 152","24.1","9 833","24.9","9 908","30.4","7.4","0.8"
". Actifs total","25 595","56.7","25 372","54.5","21 874","53.2","18 915","52.2","19 284","50.9","20 500","51.9","20 082","61.5","6.3","-2.0"
". Inactifs hommes","6 118","13.5","7 730","16.6","7 090","17.3","6 650","18.3","7 360","19.4","7 924","20.1","4 930","15.1","7.7","-37.8"
". Inactifs femmes","13 458","29.8","13 424","28.9","12 124","29.5","10 695","29.5","11 260","29.7","11 082","28.1","7 619","23.3","-1.6","-31.2"
". Inactifs total","19 576","43.3","21 154","45.5","19 214","46.8","17 345","47.8","18 620","49.1","19 006","48.1","12 549","38.5","2.1","-34.0"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","43 377","95.7","42 841","92.1","36 128","87.9","31 595","87.1","31 980","84.6","33 447","84.7","32 928","84.5","4.6","-1.6"
". Étrangers","1 936","4.3","3 685","7.9","4 960","12.1","4 665","12.9","5 824","15.4","6 059","15.3","6 060","15.5","4.0","0.0"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","2 851","6.3","2 580","5.5","2 023","4.9","2 000","5.5","2 116","5.6","2 210","5.6","2 263","5.8","4.4","2.4"
".  5 à 14 ans","5 025","11.1","5 564","12.0","4 354","10.6","3 540","9.8","4 148","11.0","4 143","10.5","4 094","10.5","-0.1","-1.2"
". 15 à 24 ans","5 433","12.0","5 933","12.8","6 269","15.3","5 225","14.4","4 708","12.5","5 058","12.8","4 340","11.1","7.4","-14.2"
". 25 à 34 ans","7 742","17.1","7 528","16.2","6 079","14.8","6 105","16.8","7 712","20.4","7 272","18.4","7 104","18.2","-5.7","-2.3"
". 35 à 64 ans","19 639","43.3","19 399","41.7","16 349","39.8","13 025","35.9","13 272","35.1","14 962","37.9","15 295","39.2","12.7","2.2"
". 65 à 74 ans","3 178","7.0","3 745","8.0","4 005","9.7","4 125","11.4","3 136","8.3","2 831","7.2","2 990","7.7","-9.7","5.6"
". 75 ans et plus","1 303","2.9","1 777","3.8","2 009","4.9","2 240","6.2","2 712","7.2","3 030","7.7","2 902","7.4","11.7","-4.2"
