"Quartier 41","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"FOLIE MERICOURT","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","22 238","100.0","22 030","100.0","21 438","100.0","20 870","100.0","20 512","100.0","21 108","100.0","21 095","100.0","2.9","-0.1"
"Résidences principales","-","","21 260","96.5","20 125","93.9","17 945","86.0","16 448","80.2","18 052","85.5","17 733","84.1","9.8","-1.8"
"Logements vacants (1)","-","","311","1.4","744","3.5","2 460","11.8","3 580","17.5","2 081","9.9","2 569","12.2","-41.9","23.5"
"Résidences secondaires","-","","459","2.1","569","2.7","465","2.2","484","2.4","228","1.1","363","1.7","-52.9","59.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","747","3.5","430","2.0","","-42.4"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","21 260","100.0","20 125","100.0","17 945","100.0","16 448","100.0","18 052","100.0","17 733","100.0","9.8","-1.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","20 359","95.8","17 746","88.2","15 200","84.7","11 168","67.9","13 244","73.4","11 838","66.8","18.6","-10.6"
". 1915 à 1948","0","","768","3.6","2 216","11.0","1 635","9.1","2 388","14.5","1 320","7.3","1 502","8.5","-44.7","13.8"
". 1949 à 1981","0","","133","0.6","163","0.8","1 110","6.2","2 892","17.6","2 910","16.1","3 039","17.1","0.6","4.4"
". 1982 à 1989","-","","-","","-","","-","","-","","578","3.2","464","2.6","","-19.7"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","890","5.0","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","4 316","26.2","2 911","16.1","1 134","6.4","-32.6","-61.0"
". sans WC ou sans douche","-","","-","","-","","-","","3 016","18.3","2 129","11.8","1 380","7.8","-29.4","-35.2"
"Total sans confort","-","","-","","-","","-","","7 332","44.6","5 040","27.9","2 514","14.2","-31.3","-50.1"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 688","22.4","3 619","20.0","1 817","10.2","-1.9","-49.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","5 428","33.0","9 393","52.0","13 402","75.6","73.0","42.7"
"Total confort","-","","-","","-","","-","","9 116","55.4","13 012","72.1","15 219","85.8","42.7","17.0"
"Avec WC intérieurs","6 389","","6 312","29.7","6 384","31.7","8 220","45.8","10 356","63.0","13 935","77.2","15 613","88.0","34.6","12.0"
"Avec baignoire ou douche","1 527","","3 075","14.5","4 760","23.7","7 780","43.4","10 908","66.3","14 218","78.8","16 205","91.4","30.3","14.0"
