"Quartier 76","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"COMBAT","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","19 499","100.0","20 270","100.0","19 023","100.0","19 035","100.0","20 712","100.0","21 330","100.0","22 195","100.0","3.0","4.1"
"Résidences principales","-","","19 678","97.1","17 691","93.0","16 805","88.3","17 904","86.4","18 890","88.6","19 132","86.2","5.5","1.3"
"Logements vacants (1)","-","","265","1.3","800","4.2","1 915","10.1","2 008","9.7","1 511","7.1","2 509","11.3","-24.8","66.0"
"Résidences secondaires","-","","327","1.6","532","2.8","315","1.7","800","3.9","286","1.3","209","0.9","-64.3","-26.9"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","643","3.0","345","1.6","","-46.3"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","19 678","100.0","17 691","100.0","16 805","100.0","17 904","100.0","18 890","100.0","19 132","100.0","5.5","1.3"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","14 552","74.0","11 205","63.3","7 435","44.2","5 796","32.4","5 857","31.0","5 487","28.7","1.1","-6.3"
". 1915 à 1948","0","","3 761","19.1","3 843","21.7","4 180","24.9","3 868","21.6","3 642","19.3","3 475","18.2","-5.8","-4.6"
". 1949 à 1981","0","","1 365","6.9","2 643","14.9","5 190","30.9","8 240","46.0","8 030","42.5","7 917","41.4","-2.5","-1.4"
". 1982 à 1989","-","","-","","-","","-","","-","","1 361","7.2","1 075","5.6","","-21.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 178","6.2","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 088","11.7","1 148","6.1","505","2.6","-45.0","-56.0"
". sans WC ou sans douche","-","","-","","-","","-","","2 132","11.9","1 596","8.4","846","4.4","-25.1","-47.0"
"Total sans confort","-","","-","","-","","-","","4 220","23.6","2 744","14.5","1 351","7.1","-35.0","-50.8"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 492","13.9","2 129","11.3","935","4.9","-14.6","-56.1"
". WC et douche, avec chauffage central","-","","-","","-","","-","","11 192","62.5","14 017","74.2","16 846","88.1","25.2","20.2"
"Total confort","-","","-","","-","","-","","13 684","76.4","16 146","85.5","17 781","92.9","18.0","10.1"
"Avec WC intérieurs","7 899","","9 039","45.9","9 422","53.3","12 160","72.4","14 968","83.6","17 063","90.3","18 022","94.2","14.0","5.6"
"Avec baignoire ou douche","2 350","","5 031","25.6","6 861","38.8","11 045","65.7","14 536","81.2","16 825","89.1","18 386","96.1","15.7","9.3"
