"VILLETTE","",""
"SUPERFICIES ( hectares )","128.6","100.0%"
"dont    
. voirie","25.4","19.8%"
". voies d'eau","11.4","8.8%"
". espaces verts publics","2.7","2.1%"
". domaine ferroviaire","0.6","0.4%"
". équipements","13.2","10.3%"
". tissu urbain ordinaire (habitation, bureaux…)","75.3","58.6%"
