"Quartier 1","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT GERMAIN L'AUXERROIS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","1 827","100.0","1 845","100.0","1 630","100.0","1 310","100.0","1 380","100.0","1 363","100.0","1 319","100.0","-1.2","-3.2"
"Résidences principales","-","","1 798","97.5","1 518","93.1","1 185","90.5","1 096","79.4","1 028","75.4","938","71.1","-6.2","-8.8"
"Logements vacants (1)","-","","21","1.1","71","4.4","75","5.7","140","10.1","187","13.7","226","17.1","33.6","20.9"
"Résidences secondaires","-","","26","1.4","41","2.5","50","3.8","144","10.4","20","1.5","60","4.5","-86.1","200.0"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","128","9.4","95","7.2","","-25.8"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","1 798","100.0","1 518","100.0","1 185","100.0","1 096","100.0","1 028","100.0","938","100.0","-6.2","-8.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","1 784","99.2","1 510","99.5","1 000","84.4","1 016","92.7","919","89.4","821","87.5","-9.5","-10.7"
". 1915 à 1948","0","","14","0.8","8","0.5","180","15.2","12","1.1","25","2.4","11","1.2","108.3","-56.0"
". 1949 à 1981","0","","0","0.0","0","0.0","5","0.4","68","6.2","59","5.7","31","3.3","-13.2","-47.5"
". 1982 à 1989","-","","-","","-","","-","","-","","25","2.4","60","6.4","","140.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","15","1.6","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","200","18.2","101","9.8","41","4.4","-49.5","-59.4"
". sans WC ou sans douche","-","","-","","-","","-","","248","22.6","108","10.5","74","7.9","-56.5","-31.5"
"Total sans confort","-","","-","","-","","-","","448","40.9","209","20.3","115","12.3","-53.3","-45.0"
". WC et douche, sans chauffage central","-","","-","","-","","-","","208","19.0","158","15.4","63","6.7","-24.0","-60.1"
". WC et douche, avec chauffage central","-","","-","","-","","-","","440","40.1","661","64.3","760","81.0","50.2","15.0"
"Total confort","-","","-","","-","","-","","648","59.1","819","79.7","823","87.7","26.4","0.5"
"Avec WC intérieurs","744","","694","38.6","635","41.8","695","58.6","728","66.4","869","84.5","840","89.6","19.4","-3.3"
"Avec baignoire ou douche","330","","535","29.8","567","37.4","700","59.1","816","74.5","877","85.3","880","93.8","7.5","0.3"
