"Quartier 1","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT GERMAIN L'AUXERROIS","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","1 802","100.0","1 513","100.0","1 185","100.0","1 096","100.0","1 028","100.0","938","100.0","-6.2","-8.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","759","42.1","704","46.5","545","46.0","544","49.6","532","51.8","513","54.7","-2.2","-3.6"
". 2 personnes","","-","","492","27.3","404","26.7","335","28.3","324","29.6","289","28.1","251","26.8","-10.8","-13.1"
". 3 personnes","","-","","283","15.7","213","14.1","160","13.5","104","9.5","112","10.9","88","9.4","7.7","-21.4"
". 4 personnes","","-","","148","8.2","93","6.1","80","6.8","80","7.3","64","6.2","61","6.5","-20.0","-4.7"
". 5 personnes et plus","","-","","120","6.7","99","6.5","65","5.5","44","4.0","31","3.0","25","2.7","-29.5","-19.4"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","1 273","84.1","1 000","84.4","936","85.4","880","85.6","800","85.3","-6.0","-9.1"
". 1 enfant","","-","","-","","147","9.7","105","8.9","76","6.9","80","7.8","79","8.4","5.3","-1.3"
". 2 enfants","","-","","-","","54","3.6","50","4.2","60","5.5","53","5.2","49","5.2","-11.7","-7.5"
". 3 enfants ou plus","","-","","-","","39","2.6","30","2.5","24","2.2","15","1.5","10","1.1","-37.5","-33.3"
