"Quartier 4","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PLACE VENDOME","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","3 058","100.0","2 822","100.0","2 160","100.0","1 780","100.0","1 731","100.0","1 723","100.0","-2.8","-0.5"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","1 300","42.5","1 286","45.6","1 070","49.5","944","53.0","962","55.6","950","55.1","1.9","-1.2"
". 2 personnes","","-","","867","28.4","787","27.9","555","25.7","464","26.1","418","24.1","460","26.7","-9.9","10.0"
". 3 personnes","","-","","434","14.2","373","13.2","270","12.5","172","9.7","185","10.7","152","8.8","7.6","-17.8"
". 4 personnes","","-","","257","8.4","242","8.6","190","8.8","156","8.8","109","6.3","113","6.6","-30.1","3.7"
". 5 personnes et plus","","-","","200","6.5","134","4.7","75","3.5","44","2.5","57","3.3","48","2.8","29.5","-15.8"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","2 345","83.1","1 800","83.3","1 520","85.4","1 486","85.8","1 488","86.4","-2.2","0.1"
". 1 enfant","","-","","-","","287","10.2","225","10.4","152","8.5","145","8.4","124","7.2","-4.6","-14.5"
". 2 enfants","","-","","-","","141","5.0","100","4.6","80","4.5","74","4.3","85","4.9","-7.5","14.9"
". 3 enfants ou plus","","-","","-","","49","1.7","35","1.6","28","1.6","26","1.5","26","1.5","-7.1","0.0"
