"Quartier 62","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"MUETTE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","22 583","100.0","24 389","100.0","24 555","100.0","24 224","100.0","23 514","100.0","22 416","100.0","-2.9","-4.7"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","7 330","32.5","9 164","37.6","10 630","43.3","11 008","45.4","11 275","48.0","10 779","48.1","2.4","-4.4"
". 2 personnes","","-","","5 828","25.8","6 234","25.6","6 320","25.7","6 304","26.0","5 980","25.4","5 858","26.1","-5.1","-2.0"
". 3 personnes","","-","","3 642","16.1","3 597","14.7","3 260","13.3","2 892","11.9","2 593","11.0","2 446","10.9","-10.3","-5.7"
". 4 personnes","","-","","2 308","10.2","2 298","9.4","2 210","9.0","2 420","10.0","2 206","9.4","2 039","9.1","-8.8","-7.6"
". 5 personnes et plus","","-","","3 475","15.4","3 096","12.7","2 135","8.7","1 600","6.6","1 460","6.2","1 294","5.8","-8.8","-11.4"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","18 992","77.9","19 800","80.6","19 648","81.1","19 280","82.0","18 250","81.4","-1.9","-5.3"
". 1 enfant","","-","","-","","2 950","12.1","2 420","9.9","2 188","9.0","2 037","8.7","2 062","9.2","-6.9","1.2"
". 2 enfants","","-","","-","","1 598","6.6","1 590","6.5","1 640","6.8","1 470","6.3","1 399","6.2","-10.4","-4.8"
". 3 enfants ou plus","","-","","-","","849","3.5","745","3.0","748","3.1","727","3.1","705","3.1","-2.8","-3.0"
"POPULATION DES MÉNAGES","","58 902","","60 371","","58 188","","53 965","","50 648","","47 738","","44 960","","-5.7","-5.8"
"Taille moyenne des ménages","","0.00","","2.67","","2.39","","2.20","","2.09","","2.03","","2.01","","-2.9","-1.2"
"( nombre de personnes )","","","","","","","","","","","","","","","","",""
"Taille moyenne des résidences","","3.50","","3.37","","3.33","","3.18","","3.20","","3.10","","3.12","","-3.1","0.6"
"principales ( nombre de pièces )","","","","","","","","","","","","","","","","",""
