"Quartier 61","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"AUTEUIL","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","30 970","100.0","36 623","100.0","38 987","100.0","41 425","100.0","42 468","100.0","43 300","100.0","42 354","100.0","2.0","-2.2"
"Résidences principales","-","","34 567","94.4","35 928","92.2","37 495","90.5","37 168","87.5","36 191","83.6","34 893","82.4","-2.6","-3.6"
"Logements vacants (1)","-","","1 035","2.8","1 440","3.7","2 200","5.3","2 992","7.0","3 883","9.0","4 504","10.6","29.8","16.0"
"Résidences secondaires","-","","1 021","2.8","1 619","4.2","1 730","4.2","2 308","5.4","994","2.3","958","2.3","-56.9","-3.6"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","2 232","5.2","1 999","4.7","","-10.4"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","34 567","100.0","35 928","100.0","37 495","100.0","37 168","100.0","36 191","100.0","34 893","100.0","-2.6","-3.6"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","11 890","34.4","11 050","30.8","10 665","28.4","9 180","24.7","9 039","25.0","8 750","25.1","-1.5","-3.2"
". 1915 à 1948","0","","16 454","47.6","17 024","47.4","15 510","41.4","15 060","40.5","14 533","40.2","13 331","38.2","-3.5","-8.3"
". 1949 à 1981","0","","6 223","18.0","7 854","21.9","11 320","30.2","12 928","34.8","12 032","33.2","11 669","33.4","-6.9","-3.0"
". 1982 à 1989","-","","-","","-","","-","","-","","587","1.6","527","1.5","","-10.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","616","1.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 732","10.0","2 505","6.9","1 470","4.2","-32.9","-41.3"
". sans WC ou sans douche","-","","-","","-","","-","","3 076","8.3","2 239","6.2","1 971","5.6","-27.2","-12.0"
"Total sans confort","-","","-","","-","","-","","6 808","18.3","4 744","13.1","3 441","9.9","-30.3","-27.5"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 128","5.7","1 423","3.9","671","1.9","-33.1","-52.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","28 232","76.0","30 024","83.0","30 781","88.2","6.3","2.5"
"Total confort","-","","-","","-","","-","","30 360","81.7","31 447","86.9","31 452","90.1","3.6","0.0"
"Avec WC intérieurs","23 239","","26 903","77.8","27 933","77.7","31 240","83.3","31 608","85.0","32 174","88.9","31 801","91.1","1.8","-1.2"
"Avec baignoire ou douche","16 609","","22 421","64.9","26 402","73.5","31 045","82.8","32 212","86.7","32 959","91.1","33 074","94.8","2.3","0.3"
