"Quartier 37","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"SAINT VINCENT DE PAUL","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","34 253","100.0","32 807","100.0","30 001","100.0","25 520","100.0","22 304","100.0","22 231","100.0","21 624","100.0","-0.3","-2.7"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","14 998","43.8","14 655","44.7","13 521","45.1","11 750","46.0","10 800","48.4","10 747","48.3","10 802","50.0","-0.5","0.5"
". Femmes","19 255","56.2","18 152","55.3","16 480","54.9","13 770","54.0","11 504","51.6","11 484","51.7","10 822","50.0","-0.2","-5.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","10 308","30.7","9 270","28.3","8 151","27.2","7 195","28.2","6 536","29.2","6 526","29.4","6 588","35.5","-0.2","1.0"
". Actifs femmes","8 610","25.6","8 289","25.3","7 396","24.7","6 095","23.9","5 140","23.0","5 500","24.7","5 593","30.2","7.0","1.7"
". Actifs total","18 918","56.3","17 559","53.5","15 547","51.8","13 290","52.1","11 676","52.2","12 026","54.1","12 181","65.7","3.0","1.3"
". Inactifs hommes","4 407","13.1","5 385","16.4","5 370","17.9","4 555","17.8","4 340","19.4","4 221","19.0","2 665","14.4","-2.7","-36.9"
". Inactifs femmes","10 289","30.6","9 863","30.1","9 084","30.3","7 675","30.1","6 364","28.4","5 984","26.9","3 703","20.0","-6.0","-38.1"
". Inactifs total","14 696","43.7","15 248","46.5","14 454","48.2","12 230","47.9","10 704","47.8","10 205","45.9","6 368","34.3","-4.7","-37.6"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","33 033","96.4","31 106","94.8","27 942","93.1","22 535","88.3","18 700","83.8","18 752","84.4","18 053","83.5","0.3","-3.7"
". Étrangers","1 220","3.6","1 701","5.2","2 059","6.9","2 985","11.7","3 604","16.2","3 479","15.6","3 571","16.5","-3.5","2.6"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","1 785","5.2","1 402","4.3","1 369","4.6","1 215","4.8","896","4.0","1 068","4.8","1 107","5.1","19.2","3.7"
".  5 à 14 ans","3 366","9.8","3 164","9.6","2 585","8.6","2 355","9.2","1 968","8.8","1 840","8.3","1 968","9.1","-6.5","7.0"
". 15 à 24 ans","3 623","10.6","4 389","13.4","4 803","16.0","3 435","13.5","3 044","13.6","2 981","13.4","2 716","12.6","-2.1","-8.9"
". 25 à 34 ans","5 600","16.3","4 673","14.2","4 160","13.9","4 490","17.6","4 468","20.0","4 683","21.1","4 800","22.2","4.8","2.5"
". 35 à 64 ans","15 063","44.0","13 906","42.4","11 649","38.8","8 990","35.2","7 792","34.9","8 085","36.4","8 180","37.8","3.8","1.2"
". 65 à 74 ans","2 888","8.4","3 287","10.0","3 262","10.9","2 905","11.4","1 952","8.8","1 605","7.2","1 330","6.2","-17.8","-17.1"
". 75 ans et plus","1 289","3.8","1 986","6.1","2 173","7.2","2 130","8.3","2 184","9.8","1 969","8.9","1 523","7.0","-9.8","-22.7"
