"4ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","29 279","100.0","28 136","100.0","26 243","100.0","23 915","100.0","22 260","100.0","23 690","100.0","22 712","100.0","6.4","-4.1"
"Résidences principales","28 665","97.9","27 276","96.9","24 442","93.1","20 675","86.5","18 408","82.7","17 706","74.7","18 110","79.7","-3.8","2.3"
"Logements vacants (1)","171","0.6","446","1.6","859","3.3","2 540","10.6","2 188","9.8","3 007","12.7","2 504","11.0","37.4","-16.7"
"Résidences secondaires","338","1.2","414","1.5","942","3.6","700","2.9","1 664","7.5","716","3.0","1 004","4.4","-57.0","40.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","2 261","9.5","1 094","4.8","","-51.6"
"Autres","105","0.4","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","28 665","100.0","27 276","100.0","24 442","100.0","20 675","100.0","18 408","100.0","17 706","100.0","18 110","100.0","-3.8","2.3"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","24 950","85.3","26 212","96.1","23 239","95.1","18 410","89.0","15 896","86.4","15 474","87.4","15 534","85.8","-2.7","0.4"
". 1915 à 1948","615","2.1","803","2.9","616","2.5","1 220","5.9","1 044","5.7","579","3.3","514","2.8","-44.5","-11.2"
". 1949 à 1981","105","0.4","261","1.0","587","2.4","1 045","5.1","1 468","8.0","1 379","7.8","1 569","8.7","-6.1","13.8"
". 1982 à 1989","-","","-","","-","","-","","-","","274","1.5","196","1.1","","-28.5"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","297","1.6","",""
". Non déterminée","3 569","12.2","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 572","19.4","1 763","10.0","784","4.3","-50.6","-55.5"
". sans WC ou sans douche","-","","-","","-","","-","","2 800","15.2","1 689","9.5","1 306","7.2","-39.7","-22.7"
"Total sans confort","-","","-","","-","","-","","6 372","34.6","3 452","19.5","2 090","11.5","-45.8","-39.5"
". WC et douche, sans chauffage central","-","","-","","-","","-","","4 568","24.8","3 399","19.2","1 501","8.3","-25.6","-55.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","7 468","40.6","10 855","61.3","14 519","80.2","45.4","33.8"
"Total confort","-","","-","","-","","-","","12 036","65.4","14 254","80.5","16 020","88.5","18.4","12.4"
"Avec WC intérieurs","8 430","29.4","9 089","33.3","9 793","40.1","11 750","56.8","13 460","73.1","14 972","84.6","16 427","90.7","11.2","9.7"
"Avec baignoire ou douche","3 253","11.3","5 171","19.0","7 604","31.1","11 270","54.5","13 436","73.0","15 225","86.0","16 919","93.4","13.3","11.1"
