"SECTEUR SECONDAIRE (2)","","13 948","22.0","9 660","17.0","9 580","16.1","9 061","14.9","5 216","11.9","-5.4"
"dont","Industrie","11 036","17.4","8 340","14.6","8 360","14.0","8 164","13.5","-","","-2.3"
"",". Industrie agro-alimentaire","-","","485","0.9","528","0.9","472","0.8","-","","-10.6"
"",". Production et distribution d'énergie","-","","225","0.4","360","0.6","216","0.4","-","","-40.0"
"",". Industrie des biens intermédiaires","-","","520","0.9","396","0.7","240","0.4","-","","-39.4"
"",". Industrie des biens d'équipements","-","","515","0.9","384","0.6","464","0.8","-","","20.8"
"",". Industries des biens de consommations courantes","-","","6 595","11.6","6 692","11.2","6 772","11.2","-","","1.2"
"","Bâtiment et génie civil","2 912","4.6","1 320","2.3","1 220","2.0","897","1.5","-","","-26.5"
