"6ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","36 390","100.0","34 685","100.0","33 197","100.0","31 535","100.0","31 400","100.0","35 881","100.0","32 489","100.0","14.3","-9.5"
"Résidences principales","35 744","98.2","33 839","97.6","30 892","93.1","27 210","86.3","25 044","79.8","25 335","70.6","24 631","75.8","1.2","-2.8"
"Logements vacants (1)","170","0.5","339","1.0","781","2.4","2 125","6.7","2 048","6.5","5 863","16.3","4 323","13.3","186.3","-26.3"
"Résidences secondaires","366","1.0","507","1.5","1 524","4.6","2 200","7.0","4 308","13.7","1 302","3.6","1 746","5.4","-69.8","34.1"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","3 381","9.4","1 789","5.5","","-47.1"
"Autres","110","0.3","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","35 744","100.0","33 839","100.0","30 892","100.0","27 210","100.0","25 044","100.0","25 335","100.0","24 631","100.0","1.2","-2.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","30 256","83.3","30 402","89.8","27 079","87.7","23 275","85.5","19 936","79.6","21 313","84.1","20 606","83.7","6.9","-3.3"
". 1915 à 1948","1 805","5.0","2 735","8.1","2 967","9.6","2 250","8.3","2 308","9.2","1 733","6.8","1 625","6.6","-24.9","-6.2"
". 1949 à 1981","126","0.3","702","2.1","846","2.7","1 685","6.2","2 800","11.2","2 187","8.6","2 220","9.0","-21.9","1.5"
". 1982 à 1989","-","","-","","-","","-","","-","","102","0.4","47","0.2","","-53.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","133","0.5","",""
". Non déterminée","4 148","11.4","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 512","14.0","2 474","9.8","1 109","4.5","-29.6","-55.2"
". sans WC ou sans douche","-","","-","","-","","-","","3 448","13.8","2 482","9.8","2 132","8.7","-28.0","-14.1"
"Total sans confort","-","","-","","-","","-","","6 960","27.8","4 956","19.6","3 241","13.2","-28.8","-34.6"
". WC et douche, sans chauffage central","-","","-","","-","","-","","5 244","20.9","3 948","15.6","1 679","6.8","-24.7","-57.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","12 840","51.3","16 431","64.9","19 711","80.0","28.0","20.0"
"Total confort","-","","-","","-","","-","","18 084","72.2","20 379","80.4","21 390","86.8","12.7","5.0"
"Avec WC intérieurs","14 959","41.9","16 304","48.2","16 886","54.7","18 720","68.8","19 404","77.5","21 148","83.5","21 760","88.3","9.0","2.9"
"Avec baignoire ou douche","8 340","23.3","11 916","35.2","15 218","49.3","18 645","68.5","20 236","80.8","22 092","87.2","23 152","94.0","9.2","4.8"
