"Quartier 29","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"CHAMPS ELYSEES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","4 490","100.0","4 475","100.0","4 399","100.0","4 545","100.0","3 880","100.0","3 618","100.0","3 325","100.0","-6.8","-8.1"
"Résidences principales","-","","4 195","93.7","4 088","92.9","3 610","79.4","3 168","81.6","2 603","71.9","2 352","70.7","-17.8","-9.6"
"Logements vacants (1)","-","","42","0.9","111","2.5","475","10.5","276","7.1","270","7.5","246","7.4","-2.2","-8.9"
"Résidences secondaires","-","","238","5.3","200","4.5","460","10.1","436","11.2","172","4.8","539","16.2","-60.6","213.4"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","573","15.8","188","5.7","","-67.2"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","4 195","100.0","4 088","100.0","3 610","100.0","3 168","100.0","2 603","100.0","2 352","100.0","-17.8","-9.6"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","3 595","85.7","3 076","75.2","2 565","71.1","2 452","77.4","1 923","73.9","1 702","72.4","-21.6","-11.5"
". 1915 à 1948","0","","446","10.6","735","18.0","615","17.0","384","12.1","388","14.9","397","16.9","1.0","2.3"
". 1949 à 1981","0","","154","3.7","277","6.8","430","11.9","332","10.5","280","10.8","240","10.2","-15.7","-14.3"
". 1982 à 1989","-","","-","","-","","-","","-","","12","0.5","11","0.5","","-8.3"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","2","0.1","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","560","17.7","319","12.3","129","5.5","-43.0","-59.6"
". sans WC ou sans douche","-","","-","","-","","-","","456","14.4","258","9.9","216","9.2","-43.4","-16.3"
"Total sans confort","-","","-","","-","","-","","1 016","32.1","577","22.2","345","14.7","-43.2","-40.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","240","7.6","165","6.3","91","3.9","-31.3","-44.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","1 912","60.4","1 861","71.5","1 916","81.5","-2.7","3.0"
"Total confort","-","","-","","-","","-","","2 152","67.9","2 026","77.8","2 007","85.3","-5.9","-0.9"
"Avec WC intérieurs","2 833","","2 653","63.2","2 539","62.1","2 430","67.3","2 280","72.0","2 075","79.7","2 039","86.7","-9.0","-1.7"
"Avec baignoire ou douche","2 234","","2 448","58.4","2 544","62.2","2 610","72.3","2 484","78.4","2 235","85.9","2 191","93.2","-10.0","-2.0"
