"Quartier 68","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"EPINETTES","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","27 416","100.0","29 207","100.0","29 105","100.0","28 180","100.0","28 192","100.0","27 961","100.0","28 294","100.0","-0.8","1.2"
"Résidences principales","-","","28 096","96.2","27 324","93.9","25 930","92.0","24 240","86.0","23 201","83.0","24 146","85.3","-4.3","4.1"
"Logements vacants (1)","-","","557","1.9","939","3.2","1 535","5.4","3 164","11.2","2 655","9.5","2 986","10.6","-16.1","12.5"
"Résidences secondaires","-","","554","1.9","842","2.9","715","2.5","788","2.8","270","1.0","573","2.0","-65.7","112.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 835","6.6","589","2.1","","-67.9"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","28 096","100.0","27 324","100.0","25 930","100.0","24 240","100.0","23 201","100.0","24 146","100.0","-4.3","4.1"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","21 181","75.4","18 771","68.7","16 065","62.0","11 472","47.3","12 746","54.9","12 430","51.5","11.1","-2.5"
". 1915 à 1948","0","","4 408","15.7","5 355","19.6","5 445","21.0","7 888","32.5","5 250","22.6","5 481","22.7","-33.4","4.4"
". 1949 à 1981","0","","2 507","8.9","3 198","11.7","4 420","17.0","4 880","20.1","4 552","19.6","4 734","19.6","-6.7","4.0"
". 1982 à 1989","-","","-","","-","","-","","-","","653","2.8","738","3.1","","13.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","763","3.2","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","4 220","17.4","2 151","9.3","1 114","4.6","-49.0","-48.2"
". sans WC ou sans douche","-","","-","","-","","-","","4 456","18.4","2 530","10.9","1 796","7.4","-43.2","-29.0"
"Total sans confort","-","","-","","-","","-","","8 676","35.8","4 681","20.2","2 910","12.1","-46.0","-37.8"
". WC et douche, sans chauffage central","-","","-","","-","","-","","6 176","25.5","4 790","20.6","2 220","9.2","-22.4","-53.7"
". WC et douche, avec chauffage central","-","","-","","-","","-","","9 388","38.7","13 730","59.2","19 016","78.8","46.3","38.5"
"Total confort","-","","-","","-","","-","","15 564","64.2","18 520","79.8","21 236","87.9","19.0","14.7"
"Avec WC intérieurs","12 729","","14 691","52.3","15 247","55.8","17 655","68.1","18 076","74.6","19 948","86.0","21 902","90.7","10.4","9.8"
"Avec baignoire ou douche","3 276","","7 476","26.6","10 797","39.5","15 210","58.7","17 520","72.3","19 622","84.6","22 366","92.6","12.0","14.0"
