"17ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","109 988","100.0","100 455","100.0","93 304","100.0","98 162","100.0","92 267","100.0","5.2","-6.0"
"dont :","habitent à Paris","69 916","63.6","50 840","50.6","42 128","45.2","41 832","42.6","42 658","46.2","-0.7","2.0"
"","-  dans l'arrondissement du lieu de travail","49 308","44.8","26 880","26.8","20 552","22.0","18 932","19.3","24 555","26.6","-7.9","29.7"
"","-  dans un autre arrondissement","20 608","18.7","23 960","23.9","21 576","23.1","22 900","23.3","18 103","19.6","6.1","-20.9"
"","habitent en banlieue  (Ile-de-France hors Paris)","38 264","34.8","46 845","46.6","46 700","50.1","51 200","52.2","45 414","49.2","9.6","-11.3"
"","-  en Petite Couronne","26 576","24.2","29 510","29.4","28 432","30.5","30 496","31.1","27 026","29.3","7.3","-11.4"
"","Hauts de Seine","14 108","12.8","14 635","14.6","14 352","15.4","15 049","15.3","13 839","15.0","4.9","-8.0"
"","Seine Saint Denis","8 372","7.6","9 560","9.5","9 000","9.6","9 703","9.9","7 822","8.5","7.8","-19.4"
"","Val de Marne","4 096","3.7","5 315","5.3","5 080","5.4","5 744","5.9","5 365","5.8","13.1","-6.6"
"","-  en Grande Couronne","11 688","10.6","17 335","17.3","18 268","19.6","20 704","21.1","18 388","19.9","13.3","-11.2"
"","habitent en province","1 808","1.6","2 770","2.8","4 476","4.8","5 130","5.2","4 195","4.5","14.6","-18.2"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","106 660","100.0","91 000","100.0","75 712","100.0","75 629","100.0","75 439","100.0","-0.1","-0.3"
"dont :","travaillent à Paris","90 772","85.1","70 220","77.2","56 828","75.1","53 904","71.3","50 729","67.2","-5.1","-5.9"
"","-  dans l'arrondissement du lieu de résidence","49 308","46.2","26 880","29.5","20 552","27.1","18 932","25.0","24 555","32.5","-7.9","29.7"
"","-  dans un autre arrondissement","41 464","38.9","43 340","47.6","36 276","47.9","34 972","46.2","26 174","34.7","-3.6","-25.2"
"","travaillent en banlieue  (Ile-de-France hors Paris)","15 244","14.3","19 780","21.7","18 040","23.8","20 711","27.4","23 716","31.4","14.8","14.5"
"","-  en Petite Couronne","13 640","12.8","16 965","18.6","14 672","19.4","16 563","21.9","19 046","25.2","12.9","15.0"
"","Hauts de Seine","9 644","9.0","11 835","13.0","9 992","13.2","11 806","15.6","14 185","18.8","18.2","20.2"
"","Seine Saint Denis","3 028","2.8","3 645","4.0","3 196","4.2","3 024","4.0","3 321","4.4","-5.4","9.8"
"","Val de Marne","968","0.9","1 485","1.6","1 484","2.0","1 733","2.3","1 540","2.0","16.8","-11.1"
"","-  en Grande Couronne","1 604","1.5","2 815","3.1","3 368","4.4","4 148","5.5","4 670","6.2","23.2","12.6"
"","travaillent en province ou hors France métropolitaine","644","0.6","1 000","1.1","844","1.1","1 014","1.3","994","1.3","20.1","-2.0"
